INCIDENT NUMBER,SHOOTING TYPE,INCIDENT DATE,INCIDENT YEAR,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,GEO LOCATION,HANDLING UNIT ID,HANDLING UNIT NAME,HIT SHOOTING,NON HIT SHOOTING,ANIMAL SHOOTING,OTHER SHOOTING,UNINTENTIONAL DISCHARGE,WARNING SHOT,APPROX_LATITUDE,APPROX_LONGITUDE
1000044,3,01/01/2010 09:00:00 PM,2010,BARRELL SPRINGS ROAD AND 37TH STREET EAST,PALMDALE,CA,93550,2603,"BARRELL SPRINGS ROAD AND 37TH STREET EAST
PALMDALE, CA 93550
(34.52820499817858625661, -118.06275001666129176045)",PLM,PALMDALE STN,,,1,,,,34.528204998178586,-118.062750016661292
1000473,1,12/29/2013 01:20:00 AM,2013,2500 EL TORO ROAD,MONROVIA,CA,91010,0583,"2500 EL TORO ROAD
MONROVIA, CA 91010
(34.119987, -117.992453)",TEM,TEMPLE CITY STN,1,,,,,,34.119987,-117.992453
1000037,3,09/12/2010 03:25:00 PM,2010,1500 W. 133RD STREET,COMPTON,CA,90222,2812,"1500 W. 133RD STREET
COMPTON, CA 90222
(33.91171, -118.248887)",COM,COMPTON STN,,,1,,,,33.91171,-118.248887
1000113,3,02/23/2013 05:15:00 PM,2013,37300 BRIARWOOD COURT,PALMDALE,CA,93550,2611,"37300 BRIARWOOD COURT
PALMDALE, CA 93550
(34.560714, -118.118868)",PLM,PALMDALE STN,,,1,,,,34.560714,-118.118868
1000230,5,06/17/2013 09:50:00 PM,2013,21600 E. VALLEY BOULEVARD,WALNUT,CA,91789,2901,"21600 E. VALLEY BOULEVARD
WALNUT, CA 91789
(34.0268047357154195432, -117.83564121409694154596)",WAL,WALNUT/SAN DIMAS STN,,,,,1,,34.02680473571542,-117.835641214096942
1000294,2,04/02/2010 09:50:00 PM,2010,800 S. MAYO STREET,COMPTON,CA,90221,2843,"800 S. MAYO STREET
COMPTON, CA 90221
(33.889609, -118.212193)",OSS,OPERATION SAFE STREETS BUREAU,,1,,,,,33.889609,-118.212193
1001017,5,02/08/2017 01:02:00 PM,2017,1300 WEST IMPERIAL HIGHWAY,LOS ANGELES,CA,90044,0378,"1300 WEST IMPERIAL HIGHWAY
LOS ANGELES, CA 90044
(33.930881, -118.298488)",SLA,SOUTH LOS ANGELES STATION,,,,,1,,33.930881,-118.298488
1000024,3,05/20/2010 05:45:00 AM,2010,10600 DALEROSE AVENUE,LENNOX,CA,90304,0380,"10600 DALEROSE AVENUE
LENNOX, CA 90304
(33.93983, -118.360219)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,33.93983,-118.360219
1001402,1,02/05/2018 12:07:00 AM,2018,12000 ARTESIA BOULEVARD,ARTESIA,CA,90701,1348,"12000 ARTESIA BOULEVARD
ARTESIA, CA 90701
(33.87295, -118.082145)",LKD,LAKEWOOD STN,1,,,,,,33.87295,-118.082145
1000355,1,06/23/2011 06:47:00 PM,2011,12800 PRAIRIE AVENUE,HAWTHORNE,CA,90250,0399,"12800 PRAIRIE AVENUE
HAWTHORNE, CA 90250
(33.916427, -118.343873)",SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.916427,-118.343873
1000687,1,02/24/2016 05:14:00 PM,2016,10900 ALONDRA BOULEVARD,NORWALK,CA,90650,2310,"10900 ALONDRA BOULEVARD
NORWALK, CA 90650
(33.887057, -118.100431)",CER,CERRITOS STN,1,,,,,,33.887057,-118.100431
1000342,1,02/26/2011 03:53:00 AM,2011,4500 EAST THIRD STREET,LOS ANGELES,CA,90063,0283,"4500 EAST THIRD STREET
LOS ANGELES, CA 90063
(34.03324, -118.169147)",ELA,EAST LA STN,1,,,,,,34.03324,-118.169147
1000531,1,07/06/2015 10:45:00 AM,2015,5500 ADENMOOR AVENUE,LAKEWOOD,CA,90713,1321,"5500 ADENMOOR AVENUE
LAKEWOOD, CA 90713
(33.856293, -118.124029)",LKD,LAKEWOOD STN,1,,,,,,33.856293,-118.124029
1001162,5,06/28/2017 05:28:00 AM,2017,2300 EAST AVENUE Q-4,PALMDALE,CA,93550,2608,"2300 EAST AVENUE Q-4
PALMDALE, CA 93550
(34.583808, -118.087312)",PLM,PALMDALE STN,,,,,1,,34.583808,-118.087312
1000227,5,05/08/2013 08:15:00 PM,2013,9600 CROESUS,LOS ANGELES,CA,90002,2130,"9600 CROESUS
LOS ANGELES, CA 90002
(33.949381, -118.234028)",PKB,PARKS BUREAU,,,,,1,,33.949381,-118.234028
1000274,5,02/14/2015 05:10:00 AM,2015,28500 APPLEWOOD LANE,CASTAIC,CA,91384,1299,"28500 APPLEWOOD LANE
CASTAIC, CA 91384
(34.488615, -118.634095)",CVS,CRESCENTA VALLEY STATION,,,,,1,,34.488615,-118.634095
1000258,5,09/28/2014 11:40:00 PM,2014,1000 UNIVERSAL CITY DRIVE,UNIVERSAL CITY,CA,91608,0980,"1000 UNIVERSAL CITY DRIVE
UNIVERSAL CITY, CA 91608
(34.136258, -118.351977)",WHD,WEST HOLLYWOOD STN,,,,,1,,34.136258,-118.351977
1000739,3,05/05/2016 02:30:00 PM,2016,45000 16TH STREET WEST,LANCASTER,CA,93534,1125,"45000 16TH STREET WEST
LANCASTER, CA 93534
(34.701707, -118.158688)",LCS,LANCASTER STN,,,1,,,,34.701707,-118.158688
1000020,3,04/05/2010 03:30:00 AM,2010,1700 N. SPRING AVENUE,COMPTON,CA,90221,2021,"1700 N. SPRING AVENUE
COMPTON, CA 90221
(33.90708, -118.219167)",COM,COMPTON STN,,,1,,,,33.90708,-118.219167
1000309,2,06/27/2010 03:20:00 AM,2010,22400 PLATINO AVENUE,MISSION VIEJO,CA,92691,5199,"22400 PLATINO AVENUE
MISSION VIEJO, CA 92691
(33.637413, -117.664361)",MCJ,MEN'S CENTRAL JAIL,,1,,,,,33.637413,-117.664361
1000279,5,05/30/2015 04:15:00 AM,2015,800 W. SCHOOL STREET,COMPTON,CA,90220,2811,"800 W. SCHOOL STREET
COMPTON, CA 90220
(33.897241, -118.237721)",COM,COMPTON STN,,,,,1,,33.897241,-118.237721
1000658,5,12/22/2015 02:00:00 AM,2015,2400 E. 114TH ST.,LOS ANGELES,CA,90059,2135,"2400 E. 114TH ST.
LOS ANGELES, CA 90059
(33.931361, -118.229804)",CEN,CENTURY STN,,,,,1,,33.931361,-118.229804
1000157,3,01/31/2015 09:35:00 AM,2015,37700 MEDEA COURT,PALMDALE,CA,93550,2608,"37700 MEDEA COURT
PALMDALE, CA 93550
(34.567472, -118.059729)",PLM,PALMDALE STN,,,1,,,,34.567472,-118.059729
1001099,1,03/20/2017 07:25:00 AM,2017,8800 E LAS TUNAS DRIVE,TEMPLE CITY,CA,91780,0522,"8800 E LAS TUNAS DRIVE
TEMPLE CITY, CA 91780
(34.103015, -118.07549)",TEM,TEMPLE CITY STN,1,,,,,,34.103015,-118.07549
1000504,1,11/16/2014 02:39:00 AM,2014,5300 EAST VERONA STREET,EAST LOS ANGELES,CA,90022,0286,"5300 EAST VERONA STREET
EAST LOS ANGELES, CA 90022
(34.018034, -118.156987)",ELA,EAST LA STN,1,,,,,,34.018034,-118.156987
1000514,2,02/12/2015 12:23:00 AM,2015,2000 EL MOLINO AVENUE,ALTADENA,CA,91001,0774,"2000 EL MOLINO AVENUE
ALTADENA, CA 91001
(34.180031, -118.13645)",ALD,ALTADENA STN,,1,,,,,34.180031,-118.13645
1000070,3,11/17/2011 10:10:00 PM,2011,43600 SERENITY COURT,LANCASTER,CA,93535,1137,"43600 SERENITY COURT
LANCASTER, CA 93535
(34.675458, -118.085112)",LCS,LANCASTER STN,,,1,,,,34.675458,-118.085112
1001361,5,01/02/2018 08:55:00 AM,2018,700 NORTH ROSE AVENUE,COMPTON,CA,90220,2822,"700 NORTH ROSE AVENUE
COMPTON, CA 90220
(33.903334, -118.219437)",COM,COMPTON STN,,,,,1,,33.903334,-118.219437
1000054,3,12/19/2010 07:30:00 PM,2010,3500 E. 54TH STREET,MAYWOOD,CA,90272,0250,"3500 E. 54TH STREET
MAYWOOD, CA 90272
(33.993873, -118.203432)",COP,COPS BUREAU,,,1,,,,33.993873,-118.203432
1001098,1,03/14/2017 02:31:00 PM,2017,13700 MULBERRY DRIVE,WHITTIER,CA,90605,0492,"13700 MULBERRY DRIVE
WHITTIER, CA 90605
(33.94865, -118.036441)",OSS,OPERATION SAFE STREETS BUREAU,1,,,,,,33.94865,-118.036441
1000201,5,03/24/2011 02:30:00 AM,2011,MAGDA COURT AND CHESEBORO ROAD,PALMDALE,CA,93552,2685,"MAGDA COURT AND CHESEBORO ROAD
PALMDALE, CA 93552
(34.53093198169642716581, -118.0276680037445845796)",PLM,PALMDALE STN,,,,,1,,34.530931981696427,-118.027668003744585
1000324,2,07/27/2010 09:24:00 PM,2010,11100 BROADWAY,LOS ANGELES,CA,90061,2199,"11100 BROADWAY
LOS ANGELES, CA 90061
(33.934773, -118.278108)",CEN,CENTURY STN,,1,,,,,33.934773,-118.278108
1001101,1,04/12/2017 01:07:00 AM,2017,1500 EAST 91ST STREET,LOS ANGELES,CA,90002,2176,"1500 EAST 91ST STREET
LOS ANGELES, CA 90002
(33.954482, -118.246867)",CEN,CENTURY STN,1,,,,,,33.954482,-118.246867
1000337,1,01/10/2011 08:20:00 PM,2011,5400 N. PECK ROAD,ARCADIA,CA,91006,8339,"5400 N. PECK ROAD
ARCADIA, CA 91006
(34.100974, -118.009518)",PKB,PARKS BUREAU,1,,,,,,34.100974,-118.009518
1000008,3,12/22/2012 04:00:00 PM,2012,1200 CAPERTON STREET,LANCASTER,CA,93535,1135,"1200 CAPERTON STREET
LANCASTER, CA 93535
(34.691361, -118.107777)",LCS,LANCASTER STN,,,1,,,,34.691361,-118.107777
1000874,1,09/08/2016 06:13:00 PM,2016,2400 PACIFIC COAST HIGHWAY,LOMITA,CA,90717,1714,"2400 PACIFIC COAST HIGHWAY
LOMITA, CA 90717
(33.789566, -118.32553)",LMT,LOMITA STN,1,,,,,,33.789566,-118.32553
1000422,1,10/20/2012 03:00:00 PM,2012,11900 162ND STREET,NORWALK,CA,90650,0458,"11900 162ND STREET
NORWALK, CA 90650
(33.884327, -118.07976)",NWK,NORWALK REGIONAL STN,1,,,,,,33.884327,-118.07976
1000028,3,06/09/2010 05:22:00 PM,2010,3600 CANTER LANE,ACTON,CA,93510,2608,"3600 CANTER LANE
ACTON, CA 93510
(34.504769, -118.196246)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,34.504769,-118.196246
1000463,1,10/12/2013 04:06:00 PM,2013,FOSTER ROAD AND FAIRFORD AVENUE,NORWALK,CA,90650,0453,"FOSTER ROAD AND FAIRFORD AVENUE
NORWALK, CA 90650
(33.909747, -118.09492)",NWK,NORWALK REGIONAL STN,1,,,,,,33.909747,-118.09492
1000053,3,12/16/2010 04:00:00 PM,2010,E. 95TH STREET AND JUNIPER AVENUE,LOS ANGELES,CA,90002,2177,"E. 95TH STREET AND JUNIPER AVENUE
LOS ANGELES, CA 90002
(33.95053997963651603751, -118.23285902391009371559)",CEN,CENTURY STN,,,1,,,,33.950539979636516,-118.232859023910094
1000217,5,10/25/2012 05:00:00 AM,2012,900 OLEANDER AVENUE,COMPTON,CA,90220,2813,"900 OLEANDER AVENUE
COMPTON, CA 90220
(33.902001, -118.229987)",OSS,OPERATION SAFE STREETS BUREAU,,,,,1,,33.902001,-118.229987
1000273,5,02/10/2015 09:10:00 PM,2015,300 HUNTLEY AVENUE,WEST HOLLYWOOD,CA,90048,0972,"300 HUNTLEY AVENUE
WEST HOLLYWOOD, CA 90048
(34.076599, -118.378633)",WHD,WEST HOLLYWOOD STN,,,,,1,,34.076599,-118.378633
1001096,6,03/11/2017 11:12:00 AM,2017,13100 E. AVENUE R-6,LITTLEROCK,CA,93543,2663,"13100 E. AVENUE R-6
LITTLEROCK, CA 93543
(34.567335, -117.925342)",PLM,PALMDALE STN,,,,,,1,34.567335,-117.925342
1000873,1,09/01/2016 12:00:00 AM,2016,"1700 BLK E 84TH STREET, LA",LOS ANGELES,CA,90001,2174,"1700 BLK E 84TH STREET, LA
LOS ANGELES, CA 90001
(33.961791, -118.241796)",CEN,CENTURY STN,1,,,,,,33.961791,-118.241796
1000652,1,09/28/2015 03:53:00 PM,2015,1100 S. ATLANTIC DRIVE,COMPTON,CA,90220,2847,"1100 S. ATLANTIC DRIVE
COMPTON, CA 90220
(33.886496, -118.19772)",COM,COMPTON STN,1,,,,,,33.886496,-118.19772
1001281,1,09/11/2017 05:43:00 PM,2017,1200 STICHMAN AVENUE,WEST VALINDA,CA,91746,1420,"1200 STICHMAN AVENUE
WEST VALINDA, CA 91746
(34.061364, -117.978351)",IND,INDUSTRY STN,1,,,,,,34.061364,-117.978351
1000103,3,10/11/2012 06:45:00 AM,2012,3900 HAMPSTEAD ROAD,LA CANADA FLINTRIDGE,CA,91011,1264,"3900 HAMPSTEAD ROAD
LA CANADA FLINTRIDGE, CA 91011
(34.186374, -118.199375)",CVS,CRESCENTA VALLEY STATION,,,1,,,,34.186374,-118.199375
1000275,5,03/16/2015 10:36:00 PM,2015,700 N. ROSE AVENUE,COMPTON,CA,90221,2824,"700 N. ROSE AVENUE
COMPTON, CA 90221
(33.90077, -118.219242)",COM,COMPTON STN,,,,,1,,33.90077,-118.219242
1001341,2,12/06/2017 02:14:00 AM,2017,109th Place / Avalon Boulevard,LOS ANGELES,CA,90061,2199,"109th Place / Avalon Boulevard
LOS ANGELES, CA 90061
(33.938318, -118.265225)",CEN,CENTURY STN,,1,,,,,33.938318,-118.265225
1000489,1,06/24/2014 09:51:00 PM,2014,POINSETTIA AVENUE AND PALMER STREET,COMPTON,CA,90221,2824,"POINSETTIA AVENUE AND PALMER STREET
COMPTON, CA 90221
(33.89835897549747376099, -118.20950001564279911949)",COM,COMPTON STN,1,,,,,,33.898358975497474,-118.209500015642799
1000091,3,07/05/2012 01:30:00 PM,2012,4900 SUNBURST DRIVE,PALMDALE,CA,93552,2611,"4900 SUNBURST DRIVE
PALMDALE, CA 93552
(34.55272, -118.042624)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,34.55272,-118.042624
1000067,3,08/23/2011 12:00:00 PM,2011,5500 MANZANAR AVENUE,PICO RIVERA,CA,90660,1514,"5500 MANZANAR AVENUE
PICO RIVERA, CA 90660
(33.994909, -118.087825)",COP,COPS BUREAU,,,1,,,,33.994909,-118.087825
1000809,3,07/25/2016 12:50:00 AM,2016,45900 247TH EAST STREET EAST,LANCASTER,CA,93535,1194,"45900 247TH EAST STREET EAST
LANCASTER, CA 93535
(34.718994, -117.688023)",LCS,LANCASTER STN,,,1,,,,34.718994,-117.688023
1000808,3,08/10/2016 04:00:00 AM,2016,5300 OCEAN VIEW BLVD,LA CANADA FLINTRIDGE,CA,91011,1200,"5300 OCEAN VIEW BLVD
LA CANADA FLINTRIDGE, CA 91011
(34.230392, -118.226097)",CRV,CRESCENTA VALLEY STN,,,1,,,,34.230392,-118.226097
1000160,3,04/22/2015 11:47:00 PM,2015,4200 LOS FLORES BOULEVARD,LYNWOOD,CA,90262,2113,"4200 LOS FLORES BOULEVARD
LYNWOOD, CA 90262
(33.930086, -118.187959)",CEN,CENTURY STN,,,1,,,,33.930086,-118.187959
1000072,3,12/14/2011 11:23:00 AM,2011,15500 FAYSMITH AVENUE,GARDENA,CA,90249,0388,"15500 FAYSMITH AVENUE
GARDENA, CA 90249
(33.890283, -118.331553)",SLA,SOUTH LOS ANGELES STATION,,,1,,,,33.890283,-118.331553
1000575,5,09/02/2015 03:00:00 PM,2015,32100 CASTAIC LAKE DRIVE,CASTAIC,CA,91384,8300,"32100 CASTAIC LAKE DRIVE
CASTAIC, CA 91384
(34.502072, -118.616711)",PKB,PARKS BUREAU,,,,,1,,34.502072,-118.616711
1001119,3,05/24/2017 08:00:00 PM,2017,1000 EAST TUCKER STREET,COMPTON,CA,90220,2823,"1000 EAST TUCKER STREET
COMPTON, CA 90220
(33.90696, -118.213913)",COM,COMPTON STN,,,1,,,,33.90696,-118.213913
1000116,3,03/12/2013 10:00:00 AM,2013,13500 LAKELAND ROAD,WHITTIER,CA,90605,3615,"13500 LAKELAND ROAD
WHITTIER, CA 90605
(33.931731, -118.044182)",NARCO,NARCOTICS BUREAU,,,1,,,,33.931731,-118.044182
1000228,5,06/05/2013 05:45:00 AM,2013,8300 GARDENDALE STREET,DOWNEY,CA,90242,1399,"8300 GARDENDALE STREET
DOWNEY, CA 90242
(33.914708, -118.151346)",LKD,LAKEWOOD STN,,,,,1,,33.914708,-118.151346
1000657,5,12/07/2015 01:55:00 PM,2015,8100 READING AVENUE,LOS ANGELES,CA,90045,6871,"8100 READING AVENUE
LOS ANGELES, CA 90045
(33.96354, -118.382133)",TBS,TRANSIT BUREAU SOUTH,,,,,1,,33.96354,-118.382133
1000340,1,02/14/2011 08:15:00 PM,2011,SUNOL DRIVE AND BOSWELL PLACE,LOS ANGELES,CA,90063,0278,"SUNOL DRIVE AND BOSWELL PLACE
LOS ANGELES, CA 90063
(34.01766998786855915704, -118.17897601662108047213)",ELA,EAST LA STN,1,,,,,,34.017669987868559,-118.17897601662108
1000246,5,05/20/2014 11:40:00 AM,2014,200 S. WALNUT AVEUNE,SAN DIMAS,CA,91773,0815,"200 S. WALNUT AVEUNE
SAN DIMAS, CA 91773
(34.10519525734993872134, -117.80268029416677925804)",ATD,ALTADENA STN,,,,,1,,34.105195257349939,-117.802680294166779
1000169,3,05/25/2010 11:40:00 AM,2010,16100 S. ESSEY AVENUE,EAST RANCHO DOMINGUEZ,CA,90221,2853,"16100 S. ESSEY AVENUE
EAST RANCHO DOMINGUEZ, CA 90221
(33.887836, -118.204052)",COM,COMPTON STN,,,1,,,,33.887836,-118.204052
1000261,5,10/16/2014 03:45:00 AM,2014,6200 WINNETKA AVENUE,WOODLAND HILLS,CA,91371,8751,"6200 WINNETKA AVENUE
WOODLAND HILLS, CA 91371
(34.182957, -118.570951)",CSD,COURT SERVICES DIV HQ,,,,,1,,34.182957,-118.570951
1000017,3,01/20/2010 09:50:00 PM,2010,24900 MAGIC MOUNTAIN PARKWAY,VALENCIA,CA,91355,0645,"24900 MAGIC MOUNTAIN PARKWAY
VALENCIA, CA 91355
(34.421183, -118.567047)",SCV,SANTA CLARITA VALLEY STN,,,1,,,,34.421183,-118.567047
1000458,1,09/17/2013 04:27:00 PM,2013,3RD STREET AND  HUMPHREYS AVENUE,EAST LOS ANGELES,CA,90063,0283,"3RD STREET AND HUMPHREYS AVENUE
EAST LOS ANGELES, CA 90063
(34.033221, -118.171927)",OSS,OPERATION SAFE STREETS BUREAU,1,,,,,,34.033221,-118.171927
1000485,1,04/25/2014 11:06:00 PM,2014,3800 56TH STREET,MAYWOOD,CA,90270,0250,"3800 56TH STREET
MAYWOOD, CA 90270
(33.991214, -118.196155)",ELA,EAST LA STN,1,,,,,,33.991214,-118.196155
1000064,3,10/27/2011 12:55:00 PM,2011,9500 NORTHSIDE DRIVE,LEONA VALLEY,CA,93551,2653,"9500 NORTHSIDE DRIVE
LEONA VALLEY, CA 93551
(34.626253, -118.298765)",NARCO,NARCOTICS BUREAU,,,1,,,,34.626253,-118.298765
1001326,3,11/11/2017 09:40:00 AM,2017,6000 CANYONSIDE ROAD,LA CRESCENTA,CA,91214,,"6000 CANYONSIDE ROAD
LA CRESCENTA, CA 91214
(34.244637, -118.224369)",CRV,CRESCENTA VALLEY STN,,,1,,,,34.244637,-118.224369
1000335,1,01/11/2011 07:17:00 PM,2011,600 N. BRANNICK AVENUE,LOS ANGELES,CA,90063,0275,"600 N. BRANNICK AVENUE
LOS ANGELES, CA 90063
(34.04343, -118.177967)",ELA,EAST LA STN,1,,,,,,34.04343,-118.177967
1000404,1,01/21/2013 04:59:00 AM,2013,98TH STREET AND HARVARD BL,LOS ANGELES,CA,90047,0374,"98TH STREET AND HARVARD BL
LOS ANGELES, CA 90047
(33.94679698972650721613, -118.30679698825920141203)",SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.946796989726507,-118.306796988259201
1001324,5,11/06/2017 09:58:00 PM,2017,21900 SOUTH MARTIN STREET,CARSON,CA,90745,1628,"21900 SOUTH MARTIN STREET
CARSON, CA 90745
(33.831618, -118.27823)",CSN,CARSON STN,,,,,1,,33.831618,-118.27823
1000013,3,04/10/2011 10:28:00 AM,2011,KENNETH ROAD AND FREDERIC STREET,BURBANK,CA,91504,0399,"KENNETH ROAD AND FREDERIC STREET
BURBANK, CA 91504
(34.20647298144564074562, -118.338411999009781408)",CSB,COUNTY SERVICES BUREAU,,,1,,,,34.206472981445641,-118.338411999009781
1000068,3,08/31/2011 07:15:00 PM,2011,700 W. ROSECRANS AVENUE,COMPTON,CA,90222,2814,"700 W. ROSECRANS AVENUE
COMPTON, CA 90222
(33.903259, -118.236268)",IRC,INMATE RECEPTION CENTER,,,1,,,,33.903259,-118.236268
1000155,3,01/17/2015 08:07:00 AM,2015,1000 S. EASTMAN AVENUE,LOS ANGELES,CA,90023,0276,"1000 S. EASTMAN AVENUE
LOS ANGELES, CA 90023
(34.022569, -118.186221)",SEB,SPECIAL ENFORCEMENT BUR,,,1,,,,34.022569,-118.186221
1000338,1,02/05/2011 09:56:00 PM,2011,3200 THOMAS AVENUE,PALMDALE,CA,93550,2603,"3200 THOMAS AVENUE
PALMDALE, CA 93550
(34.550873, -118.071451)",PLM,PALMDALE STN,1,,,,,,34.550873,-118.071451
1000047,3,01/12/2010 10:50:00 AM,2010,1700 KWIS AVENUE,CITY OF INDUSTRY,CA,91744,1476,"1700 KWIS AVENUE
CITY OF INDUSTRY, CA 91744
(34.003322, -117.97273)",IDT,INDUSTRY STN,,,1,,,,34.003322,-117.97273
1000327,2,11/05/2010 02:30:00 AM,2010,12300 SPROUL STREET,NORWALK,CA,90650,0459,"12300 SPROUL STREET
NORWALK, CA 90650
(33.907957, -118.070772)",NWK,NORWALK REGIONAL STN,,1,,,,,33.907957,-118.070772
1000386,1,02/26/2012 07:34:00 PM,2012,16900 CEDARWOOD COURT,CERRITOS,CA,90703,1348,"16900 CEDARWOOD COURT
CERRITOS, CA 90703
(33.877673, -118.067065)",LKD,LAKEWOOD STN,1,,,,,,33.877673,-118.067065
1000443,1,04/09/2013 01:49:00 AM,2013,4000 AGNES AVENUE,LYNWOOD,CA,90262,2117,"4000 AGNES AVENUE
LYNWOOD, CA 90262
(33.916646, -118.199703)",CEN,CENTURY STN,1,,,,,,33.916646,-118.199703
1000482,1,04/13/2014 04:05:00 PM,2014,3400 MARTIN LUTHER KING JR. BOULEVARD,LYNWOOD,CA,90262,2112,"3400 MARTIN LUTHER KING JR. BOULEVARD
LYNWOOD, CA 90262
(33.936467, -118.209777)",CEN,CENTURY STN,1,,,,,,33.936467,-118.209777
1001160,5,06/23/2017 02:35:00 AM,2017,100 CLAREMONT AVENUE,LONG BEACH,CA,90803,2899,"100 CLAREMONT AVENUE
LONG BEACH, CA 90803
(33.755539, -118.132718)",COM,COMPTON STN,,,,,1,,33.755539,-118.132718
1000086,3,06/01/2012 07:15:00 AM,2012,4200 STEWART AVENUE,BALDWIN PARK,CA,91706,1510,"4200 STEWART AVENUE
BALDWIN PARK, CA 91706
(34.08862, -117.969192)",PRV,PICO RIVERA STN,,,1,,,,34.08862,-117.969192
1000467,1,10/29/2013 12:01:00 AM,2013,3900 WEST CENTURY BLVD,INGLEWOOD,CA,90303,0399,"3900 WEST CENTURY BLVD
INGLEWOOD, CA 90303
(33.945462, -118.342009)",SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.945462,-118.342009
1000995,5,01/11/2017 04:50:00 AM,2017,20700 SOLEDAD CANYON ROAD,CANYON COUNTRY,CA,91351,0611,"20700 SOLEDAD CANYON ROAD
CANYON COUNTRY, CA 91351
(34.420739, -118.498416)",SCV,SANTA CLARITA VALLEY STN,,,,,1,,34.420739,-118.498416
1000096,3,08/15/2012 07:20:00 PM,2012,2100 KNOPF STREET,COMPTON,CA,90222,2137,"2100 KNOPF STREET
COMPTON, CA 90222
(33.912364, -118.234115)",CEN,CENTURY STN,,,1,,,,33.912364,-118.234115
1001262,5,09/13/2017 05:10:00 PM,2017,500 NORTH ALAMEDA AVENUE,AZUSA,CA,91702,,"500 NORTH ALAMEDA AVENUE
AZUSA, CA 91702
(34.129863, -117.906232)",SO,PITCHESS SOUTH FACILITY,,,,,1,,34.129863,-117.906232
1000502,1,10/29/2014 12:00:00 AM,2014,4200 164TH STREET,LAWNDALE,CA,90260,0334,"4200 164TH STREET
LAWNDALE, CA 90260
(33.881847, -118.349682)",SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.881847,-118.349682
1000408,1,07/01/2012 12:00:00 AM,2012,500 SOUTH LONG BEACH BLVD,COMPTON,CA,90220,2846,"500 SOUTH LONG BEACH BLVD
COMPTON, CA 90220
(33.891935, -118.207681)",COM,COMPTON STN,1,,,,,,33.891935,-118.207681
1000365,2,11/26/2011 11:30:00 PM,2011,600 LE SEDA ROAD,LA PUENTE,CA,91744,1443,"600 LE SEDA ROAD
LA PUENTE, CA 91744
(34.007268, -117.898065)",IDT,INDUSTRY STN,,1,,,,,34.007268,-117.898065
1000124,3,04/12/2013 09:45:00 PM,2013,5400 OLIVA AVENUE,LAKEWOOD,CA,90712,1320,"5400 OLIVA AVENUE
LAKEWOOD, CA 90712
(33.855115, -118.144421)",LKD,LAKEWOOD STN,,,1,,,,33.855115,-118.144421
1000397,2,03/16/2012 08:49:00 AM,2012,8600 GRAHAM AVENUE,LOS ANGELES,CA,90001,2174,"8600 GRAHAM AVENUE
LOS ANGELES, CA 90001
(33.960158, -118.243073)",COP,COPS BUREAU,,1,,,,,33.960158,-118.243073
1000011,3,04/15/2011 10:00:00 PM,2011,44600 OVERLAND DRIVE,LANCASTER,CA,93536,1127,"44600 OVERLAND DRIVE
LANCASTER, CA 93536
(34.693576, -118.179303)",LCS,LANCASTER STN,,,1,,,,34.693576,-118.179303
1000492,2,08/15/2013 05:44:00 PM,2013,4100 NAOMI AVENUE,LOS ANGELES,CA,90011,0399,"4100 NAOMI AVENUE
LOS ANGELES, CA 90011
(34.009238, -118.253793)",SLA,SOUTH LOS ANGELES STATION,,1,,,,,34.009238,-118.253793
1000490,1,06/25/2014 05:05:00 PM,2014,BEAR VALLEY ROAD AND  CENTRAL ROAD,APPLE VALLEY,CA,92308,3199,"BEAR VALLEY ROAD AND CENTRAL ROAD
APPLE VALLEY, CA 92308
(34.471554, -117.172646)",MCB,MAJOR CRIMES BUREAU,1,,,,,,34.471554,-117.172646
1000379,1,01/21/2012 11:03:00 PM,2012,44200 W. 10TH STREET,LANCASTER,CA,93534,1126,"44200 W. 10TH STREET
LANCASTER, CA 93534
(34.685839, -118.147972)",LCS,LANCASTER STN,1,,,,,,34.685839,-118.147972
1000375,2,01/10/2012 03:11:00 AM,2012,HOXIE AVENUE 105 FWY ENTRANCE,NORWALK,CA,90650,0453,"HOXIE AVENUE 105 FWY ENTRANCE
NORWALK, CA 90650
(33.914059, -118.102426)",NWK,NORWALK REGIONAL STN,,1,,,,,33.914059,-118.102426
1001165,3,06/22/2017 03:47:00 AM,2017,38500 10TH STREET EAST,PALMDALE,CA,93550,2610,"38500 10TH STREET EAST
PALMDALE, CA 93550
(34.581558, -118.111892)",PLM,PALMDALE STN,,,1,,,,34.581558,-118.111892
1001076,1,03/07/2017 11:05:00 PM,2017,5000 WEST SLAUSON AVENUE,LOS ANGELES,CA,90056,2767,"5000 WEST SLAUSON AVENUE
LOS ANGELES, CA 90056
(33.987686, -118.36568)",MAR,MARINA DEL REY STN,1,,,,,,33.987686,-118.36568
