,Unnamed: 0,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,city,zipcode,category1,category2,category3
222,222,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'korean', 'title': 'Korean'}]","{'latitude': 33.98557, 'longitude': -117.87162}",(909) 468-1040,12755.17968044803,knucks-rowland-heights,https://s3-media1.fl.yelpcdn.com/bphoto/JdeCSSqJDVfDAhkRs5D2bA/o.jpg,False,"{'address1': '19718 Colima Rd', 'address2': None, 'address3': '', 'city': 'Rowland Heights', 'zip_code': '91748', 'country': 'US', 'state': 'CA', 'display_address': ['19718 Colima Rd', 'Rowland Heights, CA 91748']}",Knucks,19094681040.0,$$,4.5,39,[],https://www.yelp.com/biz/knucks-rowland-heights?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Rowland Heights,91748,Asian Fusion,Pubs,Korean
223,223,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 33.8089263635342, 'longitude': -117.869538178579}",(714) 633-7468,6941.338731652157,the-pint-house-of-orange-orange,https://s3-media1.fl.yelpcdn.com/bphoto/b5ERsj3BXrk8IYaD5VVxNA/o.jpg,False,"{'address1': '1547 W Katella Ave', 'address2': 'Ste 102', 'address3': '', 'city': 'Orange', 'zip_code': '92867', 'country': 'US', 'state': 'CA', 'display_address': ['1547 W Katella Ave', 'Ste 102', 'Orange, CA 92867']}",The Pint House of Orange,17146337468.0,$$,3.5,513,['restaurant_reservation'],https://www.yelp.com/biz/the-pint-house-of-orange-orange?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Orange,92867,American (Traditional),Bars,
224,224,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 33.8896165698864, 'longitude': -117.815595504081}",(714) 993-3676,4819.582569789805,versai-wine-bar-yorba-linda,https://s3-media4.fl.yelpcdn.com/bphoto/krm8iRhaPOgRvqkiy4j7Fg/o.jpg,False,"{'address1': '18248 Imperial Hwy', 'address2': '', 'address3': '', 'city': 'Yorba Linda', 'zip_code': '92886', 'country': 'US', 'state': 'CA', 'display_address': ['18248 Imperial Hwy', 'Yorba Linda, CA 92886']}",Versai Wine Bar,17149933676.0,$$,4.0,108,[],https://www.yelp.com/biz/versai-wine-bar-yorba-linda?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Yorba Linda,92886,Wine Bars,Tapas/Small Plates,
225,225,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 33.8031949, 'longitude': -117.9771299}",(714) 826-2040,12969.985622722937,99-bottles-and-cocktails-anaheim,https://s3-media1.fl.yelpcdn.com/bphoto/n4QbfF6RsJrdCdsEE9KEnQ/o.jpg,False,"{'address1': '8901 Katella Ave', 'address2': None, 'address3': '', 'city': 'Anaheim', 'zip_code': '92804', 'country': 'US', 'state': 'CA', 'display_address': ['8901 Katella Ave', 'Anaheim, CA 92804']}",99 Bottles & Cocktails,17148262040.0,$,4.5,155,[],https://www.yelp.com/biz/99-bottles-and-cocktails-anaheim?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Anaheim,92804,Dance Clubs,Sports Bars,American (Traditional)
226,226,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 33.85276, 'longitude': -117.997}",(714) 562-9920,12558.090583716355,new-moon-restaurant-buena-park-2,https://s3-media1.fl.yelpcdn.com/bphoto/eSgGY-cnDbI--EcxOvPuWg/o.jpg,False,"{'address1': '7620 Beach Blvd', 'address2': None, 'address3': '', 'city': 'Buena Park', 'zip_code': '90620', 'country': 'US', 'state': 'CA', 'display_address': ['7620 Beach Blvd', 'Buena Park, CA 90620']}",New Moon Restaurant,17145629920.0,$$,4.0,95,"['delivery', 'pickup']",https://www.yelp.com/biz/new-moon-restaurant-buena-park-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Buena Park,90620,Chinese,Bars,
227,227,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]","{'latitude': 34.03713, 'longitude': -117.92624}",(626) 961-0022,19287.021963363328,rebel-yell-bar-and-steakhouse-west-covina,https://s3-media4.fl.yelpcdn.com/bphoto/-7yzoPtshbZ9phRqLseHng/o.jpg,False,"{'address1': '2050 Valinda Ave', 'address2': '', 'address3': None, 'city': 'West Covina', 'zip_code': '91792', 'country': 'US', 'state': 'CA', 'display_address': ['2050 Valinda Ave', 'West Covina, CA 91792']}",Rebel Yell Bar & Steakhouse,16269610022.0,$$,4.5,79,[],https://www.yelp.com/biz/rebel-yell-bar-and-steakhouse-west-covina?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,West Covina,91792,Steakhouses,Burgers,Sports Bars
228,228,"[{'alias': 'breweries', 'title': 'Breweries'}]","{'latitude': 33.7886085601538, 'longitude': -117.856072184024}",(844) 855-2337,9193.646501615909,chapman-crafted-beer-orange,https://s3-media2.fl.yelpcdn.com/bphoto/tTfkCPnRcoUZk4ncMDLSGg/o.jpg,False,"{'address1': '123 N Cypress St', 'address2': '', 'address3': None, 'city': 'Orange', 'zip_code': '92866', 'country': 'US', 'state': 'CA', 'display_address': ['123 N Cypress St', 'Orange, CA 92866']}",Chapman Crafted Beer,18448552337.0,$,4.5,83,[],https://www.yelp.com/biz/chapman-crafted-beer-orange?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Orange,92866,Breweries,,
229,229,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]","{'latitude': 33.7092003, 'longitude': -117.988883}",(714) 848-0676,21417.665989906996,johnnys-saloon-huntington-beach,https://s3-media4.fl.yelpcdn.com/bphoto/FuUbiHef7QWzglFb3gTwUw/o.jpg,False,"{'address1': '17428 Beach Blvd', 'address2': '', 'address3': '', 'city': 'Huntington Beach', 'zip_code': '92647', 'country': 'US', 'state': 'CA', 'display_address': ['17428 Beach Blvd', 'Huntington Beach, CA 92647']}",Johnny's Saloon,17148480676.0,$,4.5,514,[],https://www.yelp.com/biz/johnnys-saloon-huntington-beach?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Huntington Beach,92647,Dive Bars,Pizza,Music Venues
230,230,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}]","{'latitude': 33.8720799, 'longitude': -117.92528}",(657) 217-5700,5774.871331733888,120-fullerton-2,https://s3-media2.fl.yelpcdn.com/bphoto/9BgNi2CA7ZmNGpOxrh7rWw/o.jpg,False,"{'address1': '120 W Wilshire Ave', 'address2': 'Ste A', 'address3': '', 'city': 'Fullerton', 'zip_code': '92832', 'country': 'US', 'state': 'CA', 'display_address': ['120 W Wilshire Ave', 'Ste A', 'Fullerton, CA 92832']}",120,16572175700.0,$,4.0,8,['restaurant_reservation'],https://www.yelp.com/biz/120-fullerton-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Fullerton,92832,Cocktail Bars,American (New),Dance Clubs
231,231,"[{'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 33.835354, 'longitude': -118.011499}",(714) 826-1780,14295.11535361432,tomkat-lounge-buena-park,https://s3-media3.fl.yelpcdn.com/bphoto/pndAS0YoBeHozRFh8SKYMw/o.jpg,False,"{'address1': '8761 Knott Ave', 'address2': 'Ste 103', 'address3': '', 'city': 'Buena Park', 'zip_code': '90620', 'country': 'US', 'state': 'CA', 'display_address': ['8761 Knott Ave', 'Ste 103', 'Buena Park, CA 90620']}",TomKat Lounge,17148261780.0,$,3.5,92,[],https://www.yelp.com/biz/tomkat-lounge-buena-park?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Buena Park,90620,Karaoke,Sports Bars,Cocktail Bars
232,232,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 33.8676385, 'longitude': -118.1686625}",(562) 256-1387,28241.73340661076,el-tucanazo-bar-long-beach,https://s3-media1.fl.yelpcdn.com/bphoto/n2ivllHi8PVMFrIZzjqG7Q/o.jpg,False,"{'address1': '6203 Cherry Ave', 'address2': '', 'address3': '', 'city': 'Long Beach', 'zip_code': '90805', 'country': 'US', 'state': 'CA', 'display_address': ['6203 Cherry Ave', 'Long Beach, CA 90805']}",El Tucanazo Bar,15622561387.0,$,5.0,14,[],https://www.yelp.com/biz/el-tucanazo-bar-long-beach?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Long Beach,90805,Bars,,
233,233,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.09463, 'longitude': -118.1272}",(626) 458-2039,34811.84205832138,rabbit-hole-alhambra,https://s3-media2.fl.yelpcdn.com/bphoto/Vb0unYtaPBKJeJPibl-7ig/o.jpg,False,"{'address1': '24 W Main St', 'address2': None, 'address3': '', 'city': 'Alhambra', 'zip_code': '91801', 'country': 'US', 'state': 'CA', 'display_address': ['24 W Main St', 'Alhambra, CA 91801']}",Rabbit Hole,16264582039.0,$$,4.0,476,[],https://www.yelp.com/biz/rabbit-hole-alhambra?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Alhambra,91801,Lounges,Cocktail Bars,
234,234,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'poolhalls', 'title': 'Pool Halls'}, {'alias': 'arcades', 'title': 'Arcades'}]","{'latitude': 33.7735451, 'longitude': -118.0086584}",(714) 622-4395,17311.047560913845,rubys-sports-bar-westminster,https://s3-media3.fl.yelpcdn.com/bphoto/H9QJT75XElHFKQ89j3jnLQ/o.jpg,False,"{'address1': '7132 Garden Grove Blvd', 'address2': None, 'address3': None, 'city': 'Westminster', 'zip_code': '92683', 'country': 'US', 'state': 'CA', 'display_address': ['7132 Garden Grove Blvd', 'Westminster, CA 92683']}",Ruby's Sports Bar,17146224395.0,$,4.5,18,[],https://www.yelp.com/biz/rubys-sports-bar-westminster?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Westminster,92683,Sports Bars,Pool Halls,Arcades
235,235,"[{'alias': 'breweries', 'title': 'Breweries'}]","{'latitude': 33.80841, 'longitude': -117.8828}",(714) 634-2739,7204.289194334082,noble-ale-works-anaheim,https://s3-media3.fl.yelpcdn.com/bphoto/E3K6IweTtCCEhF_DEw6nww/o.jpg,False,"{'address1': '1621 S Sinclair St', 'address2': 'Ste B', 'address3': None, 'city': 'Anaheim', 'zip_code': '92806', 'country': 'US', 'state': 'CA', 'display_address': ['1621 S Sinclair St', 'Ste B', 'Anaheim, CA 92806']}",Noble Ale Works,17146342739.0,$,4.5,482,[],https://www.yelp.com/biz/noble-ale-works-anaheim?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Anaheim,92806,Breweries,,
236,236,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'pubs', 'title': 'Pubs'}]","{'latitude': 33.857757871463, 'longitude': -117.920461958538}",(714) 794-5572,5526.857622392707,desma-fridays-fullerton,https://s3-media2.fl.yelpcdn.com/bphoto/7VKz_gedXBLSJXB9QlHScg/o.jpg,False,"{'address1': '1401 South Lemon St', 'address2': '', 'address3': None, 'city': 'Fullerton', 'zip_code': '92832', 'country': 'US', 'state': 'CA', 'display_address': ['1401 South Lemon St', 'Fullerton, CA 92832']}",Desma Fridays,17147945572.0,,4.0,1,[],https://www.yelp.com/biz/desma-fridays-fullerton?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Fullerton,92832,Dance Clubs,Pubs,
237,237,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 33.83153, 'longitude': -117.91185}",(714) 502-0255,6314.620206633457,urbana-anaheim,https://s3-media1.fl.yelpcdn.com/bphoto/7Fg0VQIKu7M4XyPrWT144g/o.jpg,False,"{'address1': '440 S Anaheim Blvd', 'address2': '', 'address3': '', 'city': 'Anaheim', 'zip_code': '92805', 'country': 'US', 'state': 'CA', 'display_address': ['440 S Anaheim Blvd', 'Anaheim, CA 92805']}",Urbana,17145020255.0,$$,3.5,425,['restaurant_reservation'],https://www.yelp.com/biz/urbana-anaheim?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Anaheim,92805,Mexican,Cocktail Bars,
238,238,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 33.8187484741211, 'longitude': -118.183517456055}",(562) 317-5002,30197.34550210063,dirtbag-bar-long-beach-3,https://s3-media4.fl.yelpcdn.com/bphoto/1ZatmVdHi4g76_35sP1viw/o.jpg,False,"{'address1': '710 E Wardlow Rd', 'address2': '', 'address3': None, 'city': 'Long Beach', 'zip_code': '90807', 'country': 'US', 'state': 'CA', 'display_address': ['710 E Wardlow Rd', 'Long Beach, CA 90807']}",Dirtbag Bar,15623175002.0,$,4.5,62,[],https://www.yelp.com/biz/dirtbag-bar-long-beach-3?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Long Beach,90807,Sports Bars,Beer Bar,
239,239,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 33.8091449, 'longitude': -117.8614807}",(714) 639-5851,6894.197292428524,cherry-pit-orange,https://s3-media4.fl.yelpcdn.com/bphoto/-h5LsP14fDR8EbwKan1Fzw/o.jpg,False,"{'address1': '749 W Katella Ave', 'address2': '', 'address3': '', 'city': 'Orange', 'zip_code': '92867', 'country': 'US', 'state': 'CA', 'display_address': ['749 W Katella Ave', 'Orange, CA 92867']}",Cherry Pit,17146395851.0,$,3.5,66,[],https://www.yelp.com/biz/cherry-pit-orange?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Orange,92867,Bars,,
240,240,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 33.8619929891426, 'longitude': -117.790712943634}",,6732.33888254357,the-promenade-anaheim,https://s3-media4.fl.yelpcdn.com/bphoto/eAFOLunSX4CT_DVAhbmq4w/o.jpg,False,"{'address1': 'Imperial Hwy Overpass', 'address2': '', 'address3': '', 'city': 'Anaheim', 'zip_code': '92807', 'country': 'US', 'state': 'CA', 'display_address': ['Imperial Hwy Overpass', 'Anaheim, CA 92807']}",The Promenade,,$$,4.5,2,[],https://www.yelp.com/biz/the-promenade-anaheim?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Anaheim,92807,Bars,,
241,241,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]","{'latitude': 33.75962, 'longitude': -117.99261}",(657) 340-1076,17260.704462391917,keg-sluggers-westminster-2,https://s3-media4.fl.yelpcdn.com/bphoto/cOx2QSz77C-hqz6YFUvyVg/o.jpg,False,"{'address1': '7821 Westminster Ave', 'address2': None, 'address3': '', 'city': 'Westminster', 'zip_code': '92683', 'country': 'US', 'state': 'CA', 'display_address': ['7821 Westminster Ave', 'Westminster, CA 92683']}",Keg Sluggers,16573401076.0,,5.0,7,[],https://www.yelp.com/biz/keg-sluggers-westminster-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Westminster,92683,Sports Bars,,
242,242,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]","{'latitude': 33.8062774533914, 'longitude': -117.914537964121}",(714) 772-5900,8648.015783203691,the-front-room-lounge-anaheim,https://s3-media1.fl.yelpcdn.com/bphoto/x-vWqZReY4Ts7YH9jSaFkQ/o.jpg,False,"{'address1': '1700 S Harbor Blvd', 'address2': '', 'address3': None, 'city': 'Anaheim', 'zip_code': '92802', 'country': 'US', 'state': 'CA', 'display_address': ['1700 S Harbor Blvd', 'Anaheim, CA 92802']}",The Front Room Lounge,17147725900.0,$$,5.0,3,[],https://www.yelp.com/biz/the-front-room-lounge-anaheim?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Anaheim,92802,Cocktail Bars,American (New),Gastropubs
243,243,"[{'alias': 'breweries', 'title': 'Breweries'}]","{'latitude': 33.8003790592178, 'longitude': -117.89594873786}",(657) 236-4050,8438.802292439828,backstreet-brewery-anaheim-2,https://s3-media3.fl.yelpcdn.com/bphoto/N6DrqcXQwXECYhsBkYE_aQ/o.jpg,False,"{'address1': '1884 S Santa Cruz St', 'address2': '', 'address3': '', 'city': 'Anaheim', 'zip_code': '92805', 'country': 'US', 'state': 'CA', 'display_address': ['1884 S Santa Cruz St', 'Anaheim, CA 92805']}",Backstreet Brewery,16572364050.0,$,4.5,139,[],https://www.yelp.com/biz/backstreet-brewery-anaheim-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Anaheim,92805,Breweries,,
244,244,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'pubs', 'title': 'Pubs'}]","{'latitude': 33.8718541, 'longitude': -117.9245471}",(714) 447-3544,5696.387175729656,branagans-irish-pub-fullerton,https://s3-media2.fl.yelpcdn.com/bphoto/LRFTNhIJ3Vn2kCCVYsBE1g/o.jpg,False,"{'address1': '213 N Harbor Blvd', 'address2': None, 'address3': '', 'city': 'Fullerton', 'zip_code': '92832', 'country': 'US', 'state': 'CA', 'display_address': ['213 N Harbor Blvd', 'Fullerton, CA 92832']}",Branagan's Irish Pub,17144473544.0,$$,3.5,226,[],https://www.yelp.com/biz/branagans-irish-pub-fullerton?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Fullerton,92832,Irish,Pubs,
245,245,"[{'alias': 'countrydancehalls', 'title': 'Country Dance Halls'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 33.81864, 'longitude': -117.89719}",(714) 817-4200,6653.404596072546,the-ranch-saloon-anaheim,https://s3-media1.fl.yelpcdn.com/bphoto/a1GycLRbUx80xLjf8qb68Q/o.jpg,False,"{'address1': '1025 E Ball Rd', 'address2': '', 'address3': '', 'city': 'Anaheim', 'zip_code': '92805', 'country': 'US', 'state': 'CA', 'display_address': ['1025 E Ball Rd', 'Anaheim, CA 92805']}",The Ranch Saloon,17148174200.0,$$,3.5,406,[],https://www.yelp.com/biz/the-ranch-saloon-anaheim?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Anaheim,92805,Country Dance Halls,Bars,Venues & Event Spaces
246,246,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 34.0733385, 'longitude': -117.8722551}",(626) 331-0555,22497.674668141317,craft-hill-west-covina-west-covina-2,https://s3-media1.fl.yelpcdn.com/bphoto/_AbChoLBNvgdi_HV2t0Egg/o.jpg,False,"{'address1': '128 North Grand Ave', 'address2': '', 'address3': None, 'city': 'West Covina', 'zip_code': '91791', 'country': 'US', 'state': 'CA', 'display_address': ['128 North Grand Ave', 'West Covina, CA 91791']}",Craft Hill West Covina,16263310555.0,$$,4.0,346,"['restaurant_reservation', 'pickup']",https://www.yelp.com/biz/craft-hill-west-covina-west-covina-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,West Covina,91791,American (New),Cocktail Bars,Pizza
247,247,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 33.9884196, 'longitude': -117.8889797}",(626) 723-4054,13269.644615655126,cafe-gunul-2-rowland-heights,https://s3-media3.fl.yelpcdn.com/bphoto/B0_rmb0_nUMb7W-vQynpvA/o.jpg,False,"{'address1': '1616 Nogales St', 'address2': '', 'address3': None, 'city': 'Rowland Heights', 'zip_code': '91748', 'country': 'US', 'state': 'CA', 'display_address': ['1616 Nogales St', 'Rowland Heights, CA 91748']}",Cafe Gunul 2,16267234054.0,$$,4.5,237,[],https://www.yelp.com/biz/cafe-gunul-2-rowland-heights?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Rowland Heights,91748,Asian Fusion,Korean,Beer Bar
248,248,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 33.83153, 'longitude': -117.91185}",(657) 220-4872,6314.620206633457,bxcr-underground-wine-society-anaheim,https://s3-media2.fl.yelpcdn.com/bphoto/g0k4Aiuz2EHgHz6fXWlNBQ/o.jpg,False,"{'address1': '440 S Anaheim Blvd', 'address2': '', 'address3': '', 'city': 'Anaheim', 'zip_code': '92805', 'country': 'US', 'state': 'CA', 'display_address': ['440 S Anaheim Blvd', 'Anaheim, CA 92805']}",BXCR Underground Wine Society,16572204872.0,$$,4.5,86,[],https://www.yelp.com/biz/bxcr-underground-wine-society-anaheim?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Anaheim,92805,Wine Bars,American (Traditional),Beer Bar
249,249,"[{'alias': 'breweries', 'title': 'Breweries'}]","{'latitude': 33.8321732635743, 'longitude': -117.936692101852}",(714) 844-2492,8080.6502077508885,towne-park-brew-anaheim-6,https://s3-media2.fl.yelpcdn.com/bphoto/Qb5zfDnlihtP1OxFZh7ghg/o.jpg,False,"{'address1': '1566 W Lincoln Ave', 'address2': None, 'address3': '', 'city': 'Anaheim', 'zip_code': '92801', 'country': 'US', 'state': 'CA', 'display_address': ['1566 W Lincoln Ave', 'Anaheim, CA 92801']}",Towne Park Brew,17148442492.0,$$,4.0,82,[],https://www.yelp.com/biz/towne-park-brew-anaheim-6?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Anaheim,92801,Breweries,,
250,250,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 33.9310053989086, 'longitude': -117.933627445485}",(562) 245-7770,9332.787497833653,gardens-bar-and-grill-la-habra-la-habra,https://s3-media3.fl.yelpcdn.com/bphoto/0gbpVnsoLIJkDpqz365-yA/o.jpg,False,"{'address1': '165 S Harbor Blvd', 'address2': '', 'address3': None, 'city': 'La Habra', 'zip_code': '90631', 'country': 'US', 'state': 'CA', 'display_address': ['165 S Harbor Blvd', 'La Habra, CA 90631']}",Gardens Bar and Grill La Habra,15622457770.0,$$,3.0,9,[],https://www.yelp.com/biz/gardens-bar-and-grill-la-habra-la-habra?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,La Habra,90631,Sports Bars,Pubs,American (Traditional)
251,251,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'southern', 'title': 'Southern'}]","{'latitude': 33.869968513391, 'longitude': -117.923644745608}",(714) 626-0050,5618.89587693272,bourbon-street-bar-and-grill-fullerton-2,https://s3-media3.fl.yelpcdn.com/bphoto/XlXgOlqaD3GqD00G0vv0mQ/o.jpg,False,"{'address1': '110 E Commonwealth Ave', 'address2': '', 'address3': '', 'city': 'Fullerton', 'zip_code': '92832', 'country': 'US', 'state': 'CA', 'display_address': ['110 E Commonwealth Ave', 'Fullerton, CA 92832']}",Bourbon Street Bar & Grill,17146260050.0,$$,3.5,340,[],https://www.yelp.com/biz/bourbon-street-bar-and-grill-fullerton-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,Fullerton,92832,Bars,Barbeque,Southern
