,CensusTract,name,category1,price,rating,review_count,city,zipcode,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,County
1457,6037195500.0,Osen Izakaya,Sushi Bars,$$,4.5,170,Los Angeles,90029.0,39.0,39.9,5.0,0.0,14.4,0.4,60491.0,40929.0,16.6,Los Angeles
1458,6037189902.0,Himalayan Hut,Himalayan/Nepalese,$$,4.5,78,Los Angeles,90046.0,17.0,67.6,3.1,0.0,4.1,0.0,56331.0,49655.0,16.7,Los Angeles
1459,6037216200.0,Trejo's Tacos,Mexican,$$,3.5,1167,Los Angeles,90019.0,14.8,33.7,23.9,0.6,15.7,1.1,87302.0,77371.0,15.8,Los Angeles
1460,6037207710.0,NoMad Lobby,Cocktail Bars,$$$,4.5,20,Los Angeles,90014.0,17.2,46.5,6.7,0.0,28.8,0.0,57801.0,56953.0,27.5,Los Angeles
1461,6037212102.0,Escala,Colombian,$$,4.0,802,Los Angeles,90020.0,39.9,13.0,6.7,0.0,38.2,1.6,24358.0,17137.0,31.6,Los Angeles
1462,6037214600.0,Robata JINYA,Izakaya,$$,4.0,911,Los Angeles,90048.0,10.5,73.8,1.6,0.1,10.5,0.3,84792.0,65150.0,8.8,Los Angeles
1463,6037187101.0,Proof Bakery,Coffee & Tea,$$,4.0,745,Los Angeles,90039.0,30.0,35.3,1.1,0.0,32.6,0.2,60865.0,30967.0,10.4,Los Angeles
1464,6037194401.0,Fat Dog,American (New),$$,4.0,508,Los Angeles,90046.0,16.5,68.8,5.2,0.0,5.3,0.0,73750.0,53739.0,4.7,Los Angeles
1465,6037211804.0,To Soc Chon,Korean,$$,4.5,24,Los Angeles,90020.0,15.1,9.3,4.9,0.8,60.7,0.0,39375.0,23394.0,28.0,Los Angeles
1466,6037124102.0,Raging Hot Chicken,Chicken Shop,$$,4.0,50,Los Angeles,91606.0,45.3,33.5,13.9,0.0,4.3,0.0,43352.0,25220.0,20.9,Los Angeles
1467,6037192410.0,Antequera De Oaxaca,Mexican,$,4.0,157,Los Angeles,90038.0,26.1,39.3,5.4,0.0,21.2,0.0,63227.0,41717.0,10.8,Los Angeles
1468,6037143604.0,Kogi BBQ Truck,Korean,$,4.5,19,Los Angeles,91604.0,11.9,59.7,7.1,1.1,15.3,0.4,65966.0,46506.0,9.8,Los Angeles
1469,6037207502.0,71 Above,American (Traditional),$$$$,4.0,970,Los Angeles,90071.0,7.1,22.9,3.4,0.0,59.3,0.0,14639.0,42948.0,37.4,Los Angeles
1470,6037192300.0,Lemonade,American (New),$$,3.5,435,Los Angeles,90004.0,15.2,60.7,2.3,0.0,18.1,0.0,96417.0,78239.0,8.3,Los Angeles
1471,6037191201.0,Imperial Chopsticks,Chinese,$,4.0,25,Los Angeles,90027.0,34.9,44.9,5.2,0.1,11.7,0.0,33056.0,23531.0,30.9,Los Angeles
1472,6037189904.0,The King of Grill,Food Trucks,$,4.5,89,Los Angeles,90028.0,5.4,73.6,5.4,0.0,12.4,0.0,44667.0,31744.0,20.4,Los Angeles
1473,6037190700.0,Ro Ro's Chicken,Mediterranean,$,4.0,487,Los Angeles,90028.0,44.1,46.2,3.2,0.0,4.5,0.0,33203.0,28140.0,26.3,Los Angeles
1474,6037197500.0,The Park,American (New),$$,4.0,680,Los Angeles,90026.0,53.2,25.5,2.2,3.0,13.0,0.0,58333.0,32547.0,15.0,Los Angeles
1475,6037194402.0,Barton G Los Angeles,American (Traditional),$$$,3.5,1626,Los Angeles,90069.0,7.1,76.5,1.1,0.7,10.8,0.0,82601.0,72664.0,16.4,Los Angeles
1476,6037211802.0,Ahgassi Gopchang,Korean,$$,4.0,773,Los Angeles,90005.0,30.0,12.7,4.6,1.8,48.6,0.0,35154.0,27643.0,20.0,Los Angeles
1479,6037190100.0,UYE Waffle Wednesday at Wafflejack in Hollywood,Waffles,$,5.0,4,Los Angeles,90028.0,16.7,67.7,8.8,1.0,4.6,0.0,42181.0,32518.0,23.2,Los Angeles
1480,6037191201.0,Lory's Restaurant,Middle Eastern,$,4.5,35,Los Angeles,90027.0,34.9,44.9,5.2,0.1,11.7,0.0,33056.0,23531.0,30.9,Los Angeles
1481,6037187300.0,Home Restaurant Silverlake,American (New),$$,3.5,1064,Los Angeles,90039.0,19.0,54.1,2.7,0.0,19.4,0.0,85878.0,57140.0,6.8,Los Angeles
1482,6037214000.0,Cardamom,Indian,$$,4.5,580,Los Angeles,90036.0,3.3,88.3,0.4,0.0,4.8,0.6,79968.0,50315.0,5.3,Los Angeles
1483,6037224020.0,The Rustiq Table,Breakfast & Brunch,$$,4.0,122,Los Angeles,90007.0,87.4,4.3,4.8,1.2,1.7,0.0,21507.0,11744.0,44.6,Los Angeles
1484,6037214000.0,Angelini Osteria,Italian,$$$,4.5,1513,Los Angeles,90036.0,3.3,88.3,0.4,0.0,4.8,0.6,79968.0,50315.0,5.3,Los Angeles
1486,6037212102.0,Yangji Gamjatang,Soup,$$,4.0,437,Los Angeles,90020.0,39.9,13.0,6.7,0.0,38.2,1.6,24358.0,17137.0,31.6,Los Angeles
1487,6037213100.0,HaSunSaeng - MasterHA,Korean,$$,4.5,175,Los Angeles,90006.0,36.6,8.8,7.5,0.2,46.5,0.0,41625.0,25372.0,25.7,Los Angeles
1488,6037188100.0,Chloe's,Venues & Event Spaces,$$$,4.5,40,Los Angeles,90039.0,59.9,23.7,2.2,0.0,10.0,0.2,51122.0,32270.0,11.2,Los Angeles
1489,6037194402.0,V Cafe,Cafes,$$,4.0,160,Los Angeles,90046.0,7.1,76.5,1.1,0.7,10.8,0.0,82601.0,72664.0,16.4,Los Angeles
1490,6037188201.0,Blair's Restaurant,Italian,$$$,4.0,436,Los Angeles,90039.0,13.0,66.0,2.1,0.0,12.6,0.0,66804.0,44427.0,6.5,Los Angeles
1491,6037214800.0,Simplethings,Desserts,$$,4.0,780,Los Angeles,90048.0,8.2,75.7,7.2,0.0,6.1,0.0,93350.0,64605.0,7.5,Los Angeles
1492,6037192300.0,Tere's Mexican Grill,Mexican,$,4.0,460,Los Angeles,90038.0,15.2,60.7,2.3,0.0,18.1,0.0,96417.0,78239.0,8.3,Los Angeles
1493,6037197600.0,Tsubaki,Izakaya,$$$,4.5,118,Los Angeles,90026.0,43.9,23.7,0.2,0.0,29.5,0.0,49183.0,29554.0,16.7,Los Angeles
1494,6037207900.0,Birdies,Chicken Shop,$$,4.0,1066,Los Angeles,90015.0,19.2,26.5,12.4,0.0,39.2,0.0,69077.0,52841.0,25.2,Los Angeles
1495,6037192002.0,La Creme Cafe,Modern European,$,4.5,149,Los Angeles,90046.0,10.7,75.4,5.7,0.0,2.9,1.6,93750.0,60409.0,10.4,Los Angeles
1496,6037143700.0,Little China Restaurant,Chinese,$,3.5,174,Los Angeles,90068.0,4.2,75.5,4.4,0.0,10.0,0.0,131250.0,102648.0,6.2,Los Angeles
1497,6037191710.0,Burgerim,Burgers,$$,4.0,321,Los Angeles,90038.0,68.9,21.8,3.3,0.0,5.0,0.0,21115.0,17994.0,38.4,Los Angeles
1498,6037191120.0,Paros Chicken,Mediterranean,$,4.5,106,Los Angeles,90029.0,55.1,29.1,3.1,0.0,12.0,0.0,28232.0,14999.0,29.1,Los Angeles
1499,6037194500.0,Kai Ramen,Ramen,$$,4.5,56,Los Angeles,90048.0,4.0,78.0,2.1,0.0,9.9,0.0,76364.0,73107.0,12.7,Los Angeles
1500,6037214902.0,Soom Soom Fresh Mediterranean,Salad,$$,4.0,255,Los Angeles,90048.0,6.2,66.2,3.2,0.0,18.1,0.0,65625.0,55975.0,11.5,Los Angeles
1501,6037191302.0,India's Restaurant,Indian,$$,4.0,1045,Los Angeles,90029.0,44.1,22.9,2.5,0.0,28.6,0.0,37097.0,20805.0,30.9,Los Angeles
1502,6037224410.0,Bacaro LA,Wine Bars,$$,4.0,1232,Los Angeles,90007.0,57.2,16.4,1.8,0.0,21.2,0.2,26143.0,13188.0,43.0,Los Angeles
1503,6037217002.0,Origin Cafe,Kosher,$$,4.5,107,Los Angeles,90035.0,13.2,60.7,12.3,1.1,10.1,0.0,67500.0,38951.0,12.6,Los Angeles
1504,6037216401.0,Cafe Panamericana,Breakfast & Brunch,$,4.5,56,Los Angeles,90035.0,8.7,72.2,2.9,0.0,12.5,0.0,60266.0,41605.0,16.7,Los Angeles
1505,6037195500.0,Silverlake Ramen,Ramen,$$,4.0,2458,Los Angeles,90026.0,39.0,39.9,5.0,0.0,14.4,0.4,60491.0,40929.0,16.6,Los Angeles
1506,6037211120.0,Shin Chon Seolnongtang,Korean,$,4.5,65,Los Angeles,90020.0,24.8,10.5,4.4,0.0,56.9,2.7,40180.0,23555.0,20.3,Los Angeles
1507,6037207710.0,Pitchoun Bakery & Café,Cafes,$$,4.0,628,Los Angeles,90013.0,17.2,46.5,6.7,0.0,28.8,0.0,57801.0,56953.0,27.5,Los Angeles
1508,6037189101.0,Farfalla Trattoria,Italian,$$,4.0,550,Los Angeles,90027.0,15.5,72.2,0.4,0.0,8.8,0.0,54717.0,40526.0,17.2,Los Angeles
1509,6037207502.0,Blue Cow Kitchen & Bar,American (New),$$,4.0,1091,Los Angeles,90071.0,7.1,22.9,3.4,0.0,59.3,0.0,14639.0,42948.0,37.4,Los Angeles
1510,6037187102.0,Momed Atwater Village,Mediterranean,$$,4.0,337,Los Angeles,90039.0,57.0,21.2,0.0,0.0,18.3,0.6,42115.0,22680.0,11.8,Los Angeles
1511,6037190700.0,BIBIBOP Asian Grill,Korean,$,4.0,54,Los Angeles,90028.0,44.1,46.2,3.2,0.0,4.5,0.0,33203.0,28140.0,26.3,Los Angeles
1512,6037188300.0,Palette Food and Juice,Vegan,$$,5.0,92,Los Angeles,90039.0,33.5,31.8,0.2,0.0,30.1,0.8,81441.0,35338.0,3.4,Los Angeles
1513,6037191420.0,California Grill Restaurant,Mexican,$,4.5,35,Los Angeles,90029.0,62.4,14.3,5.4,0.0,17.4,0.0,38348.0,16794.0,29.9,Los Angeles
1514,6037190202.0,Stefano's - Two Guys From Italy,Pizza,$,4.0,200,Los Angeles,90028.0,18.8,57.9,9.6,0.0,7.4,0.3,30131.0,28317.0,37.0,Los Angeles
1515,6037191901.0,Babalu Cafe,Breakfast & Brunch,$,5.0,10,Los Angeles,90038.0,30.0,57.0,5.0,0.3,4.0,0.0,49938.0,32438.0,19.2,Los Angeles
1516,6037192001.0,Shefa Melrose,Mediterranean,$$,4.5,173,Los Angeles,90046.0,9.6,70.4,6.7,0.0,6.4,0.0,58103.0,42973.0,17.3,Los Angeles
1517,6037209200.0,Plan Check Kitchen & Bar,Cocktail Bars,$$,4.0,908,Los Angeles,90017.0,38.6,24.9,6.6,0.0,29.0,0.0,32407.0,30830.0,38.4,Los Angeles
1518,6037195804.0,Sopressata At Black Hogg,Sandwiches,$$,4.5,131,Los Angeles,90026.0,56.6,21.7,5.2,0.0,15.6,0.0,39063.0,27135.0,26.9,Los Angeles
1519,6037211804.0,Mister Bossam,Korean,$$,4.0,466,Los Angeles,90020.0,15.1,9.3,4.9,0.8,60.7,0.0,39375.0,23394.0,28.0,Los Angeles
1520,6037207710.0,Original Pantry Cafe,American (Traditional),$$,3.5,2476,Los Angeles,90017.0,17.2,46.5,6.7,0.0,28.8,0.0,57801.0,56953.0,27.5,Los Angeles
1521,6037191810.0,Cactus Taqueria #1,Mexican,$,4.0,780,Los Angeles,90038.0,60.9,24.4,4.7,0.0,6.4,0.9,33106.0,18070.0,32.1,Los Angeles
1522,6037189902.0,El Compadre,Mexican,$$,3.5,1386,Los Angeles,90046.0,17.0,67.6,3.1,0.0,4.1,0.0,56331.0,49655.0,16.7,Los Angeles
1523,6037189902.0,Electric Owl,American (New),$$,4.0,157,Los Angeles,90046.0,17.0,67.6,3.1,0.0,4.1,0.0,56331.0,49655.0,16.7,Los Angeles
1524,6037190700.0,Mama Shelter Rooftop Bar,American (New),$$,3.5,136,Los Angeles,90028.0,44.1,46.2,3.2,0.0,4.5,0.0,33203.0,28140.0,26.3,Los Angeles
1525,6037191000.0,SUGARFISH by sushi nozawa,Japanese,$$$,4.0,299,Los Angeles,90028.0,47.6,36.1,9.2,0.0,4.5,0.0,41148.0,34921.0,23.6,Los Angeles
1526,6037218110.0,The Grain Cafe,Sandwiches,$$,4.5,623,Los Angeles,90019.0,53.0,3.7,22.0,0.0,18.0,0.0,45968.0,24060.0,19.1,Los Angeles
1527,6037214400.0,Cofax Coffee Shop,Coffee & Tea,$$,4.0,380,Los Angeles,90036.0,13.3,73.9,1.7,0.3,4.3,0.0,67207.0,46168.0,15.0,Los Angeles
1528,6037219901.0,Vees Cafe,Breakfast & Brunch,$$,4.0,661,Los Angeles,90016.0,77.4,3.4,17.9,0.0,0.2,0.0,24870.0,12189.0,37.9,Los Angeles
1529,6037195720.0,Reggie's Deli & Cafe,Coffee & Tea,$,4.5,272,Los Angeles,90026.0,68.8,20.2,0.7,0.0,9.3,0.4,43598.0,22737.0,11.4,Los Angeles
1530,6037206031.0,Manuela,American (New),$$,4.0,567,Los Angeles,90013.0,6.6,41.7,4.1,0.0,39.7,0.4,82684.0,61250.0,12.5,Los Angeles
1531,6037194402.0,ink.well,American (New),$$$,4.0,116,Los Angeles,90069.0,7.1,76.5,1.1,0.7,10.8,0.0,82601.0,72664.0,16.4,Los Angeles
1532,6037212102.0,Hyojadong Chicken,Korean,$,4.5,35,Los Angeles,90020.0,39.9,13.0,6.7,0.0,38.2,1.6,24358.0,17137.0,31.6,Los Angeles
1533,6037195600.0,Taix French Restaurant,French,$$,4.0,708,Los Angeles,90026.0,60.7,23.9,1.0,0.0,12.2,0.0,44744.0,28155.0,23.3,Los Angeles
1534,6037212306.0,ACA Grill,Argentine,$$,4.5,369,Los Angeles,90005.0,41.9,2.6,0.7,0.0,54.5,0.0,31742.0,16362.0,23.5,Los Angeles
1535,6037189101.0,Cugurt,Persian/Iranian,$,4.0,303,Los Angeles,90027.0,15.5,72.2,0.4,0.0,8.8,0.0,54717.0,40526.0,17.2,Los Angeles
1536,6037197500.0,Takuma's Burger,Burgers,$,4.5,49,Los Angeles,90026.0,53.2,25.5,2.2,3.0,13.0,0.0,58333.0,32547.0,15.0,Los Angeles
1537,6037190901.0,Dave's Gourmet Korean Food,Korean,$,4.5,188,Los Angeles,90038.0,70.9,13.6,8.9,0.2,4.7,0.0,31474.0,16295.0,35.8,Los Angeles
1538,6037191902.0,Anarkali Indian Restaurant,Indian,$$,4.0,1416,Los Angeles,90038.0,16.8,71.3,3.3,0.0,6.6,0.0,82550.0,63096.0,12.4,Los Angeles
1539,6037186401.0,Kabob Bowl,Mediterranean,$$,5.0,67,Los Angeles,90065.0,79.7,4.3,0.0,0.0,16.0,0.0,31530.0,14991.0,31.6,Los Angeles
1540,6037214902.0,Cal Mare,Italian,$$$,4.0,91,Los Angeles,90048.0,6.2,66.2,3.2,0.0,18.1,0.0,65625.0,55975.0,11.5,Los Angeles
1541,6037211704.0,Tengoku Ramen Bar,Ramen,$$,4.0,231,Los Angeles,90020.0,21.7,15.4,5.7,0.0,54.3,0.0,33158.0,22106.0,21.6,Los Angeles
1542,6037194401.0,Pita Bar & Grill,Mediterranean,$$,4.5,707,Los Angeles,90036.0,16.5,68.8,5.2,0.0,5.3,0.0,73750.0,53739.0,4.7,Los Angeles
1544,6037207710.0,Little Sister,Asian Fusion,$$,4.0,952,Los Angeles,90017.0,17.2,46.5,6.7,0.0,28.8,0.0,57801.0,56953.0,27.5,Los Angeles
1545,6037207103.0,Homegirl Café and Catering,Vegetarian,$$,4.0,567,Los Angeles,90012.0,7.5,5.5,1.8,0.8,83.9,0.0,20417.0,11904.0,48.5,Los Angeles
1546,6037190700.0,Rise-N-Grind,Coffee & Tea,$,3.5,276,Los Angeles,90028.0,44.1,46.2,3.2,0.0,4.5,0.0,33203.0,28140.0,26.3,Los Angeles
1547,6037197700.0,Button Mash,Asian Fusion,$$,4.0,444,Los Angeles,90026.0,30.2,14.8,3.9,0.2,50.5,0.4,31376.0,19355.0,34.4,Los Angeles
1548,6037207302.0,GiorgiPorgi,Coffee & Tea,$,4.5,240,Los Angeles,90013.0,14.8,41.0,22.3,0.9,9.9,0.0,38438.0,42330.0,17.9,Los Angeles
1549,6037190801.0,Los Balcones,Peruvian,$$,3.5,354,Los Angeles,90028.0,42.4,35.5,7.7,0.0,13.3,0.0,19099.0,27144.0,39.5,Los Angeles
1550,6037189905.0,Moun Of Tunis Restaurant,Moroccan,$$,4.0,212,Los Angeles,90046.0,9.2,73.7,5.3,0.0,9.5,0.0,55982.0,40319.0,12.2,Los Angeles
1551,6037207302.0,The Mighty,American (New),$$,4.0,118,Los Angeles,90012.0,14.8,41.0,22.3,0.9,9.9,0.0,38438.0,42330.0,17.9,Los Angeles
1552,6037190700.0,Luv2Eat Thai Bistro,Thai,$$,4.0,518,Los Angeles,90028.0,44.1,46.2,3.2,0.0,4.5,0.0,33203.0,28140.0,26.3,Los Angeles
1553,6037213310.0,Papa Cristo's,Greek,$$,4.5,1685,Los Angeles,90006.0,78.9,0.5,0.7,0.0,19.4,0.0,36528.0,14889.0,24.0,Los Angeles
1554,6037212620.0,Eight Korean BBQ,Korean,$$,4.5,1321,Los Angeles,90005.0,47.8,3.3,3.6,0.0,44.4,0.2,34536.0,16636.0,28.4,Los Angeles
1555,6037190510.0,Chuan Chim,Thai,$,4.5,118,Los Angeles,90028.0,45.2,32.0,4.1,0.3,17.1,0.2,28275.0,16679.0,33.2,Los Angeles
1556,6037195100.0,Square One Silverlake,American (Traditional),$$,3.5,59,Los Angeles,90027.0,13.6,64.5,3.4,0.0,14.5,0.0,128125.0,71399.0,7.7,Los Angeles
1557,6037214100.0,Cafe Midi,French,$$,4.0,238,Los Angeles,90036.0,6.3,86.7,1.0,0.0,4.4,0.0,103523.0,61045.0,7.1,Los Angeles
1558,6037195901.0,Café Stella,French,$$$,3.5,805,Los Angeles,90029.0,43.3,45.7,1.3,0.0,8.8,0.0,55250.0,30130.0,21.6,Los Angeles
1559,6037189905.0,AL Basch Chicken,Mediterranean,$$,5.0,25,Los Angeles,90046.0,9.2,73.7,5.3,0.0,9.5,0.0,55982.0,40319.0,12.2,Los Angeles
1560,6037190520.0,Sanamluang Cafe,Thai,$,4.0,1247,Los Angeles,90027.0,42.5,39.5,3.5,0.0,12.6,0.0,27891.0,17794.0,28.1,Los Angeles
1561,6037192002.0,Love Baked Wings,Chicken Wings,$$,4.0,271,Los Angeles,90046.0,10.7,75.4,5.7,0.0,2.9,1.6,93750.0,60409.0,10.4,Los Angeles
1562,6037217100.0,CJ's Cafe,Mexican,$,4.0,469,Los Angeles,90019.0,29.9,24.3,36.2,0.0,5.9,0.0,58235.0,34984.0,12.9,Los Angeles
1563,6037189101.0,Vinoteca Farfalla,Wine Bars,$$,4.0,395,Los Angeles,90027.0,15.5,72.2,0.4,0.0,8.8,0.0,54717.0,40526.0,17.2,Los Angeles
1564,6037194102.0,The Griddler Truck,Food Trucks,$,4.5,17,Los Angeles,90046.0,6.1,81.4,2.4,0.0,6.0,0.3,143635.0,79707.0,6.6,Los Angeles
1566,6037224420.0,Dirt Dog,Hot Dogs,$,4.5,1026,Los Angeles,90007.0,83.8,6.1,3.7,0.0,4.6,0.0,20560.0,11002.0,49.6,Los Angeles
1567,6037215101.0,Peaches' Smokehouse & Southern Kitchen,Food Trucks,$$,4.0,131,Los Angeles,90036.0,15.4,62.4,1.9,0.0,12.7,1.1,50442.0,41004.0,18.4,Los Angeles
1568,6037207710.0,The NoMad Mezzanine,American (New),$$$,4.5,25,Los Angeles,90014.0,17.2,46.5,6.7,0.0,28.8,0.0,57801.0,56953.0,27.5,Los Angeles
1570,6037212900.0,La Cevicheria,Seafood,$$,4.0,703,Los Angeles,90019.0,64.2,5.3,10.7,0.5,18.0,0.0,34408.0,18064.0,28.2,Los Angeles
1571,6037212101.0,Brothers Sandwich Shop,Sandwiches,$,4.5,330,Los Angeles,90020.0,26.1,9.2,11.8,0.0,51.0,0.0,40852.0,27427.0,25.4,Los Angeles
1572,6037189101.0,Figaro Bistrot,French,$$,3.5,1098,Los Angeles,90027.0,15.5,72.2,0.4,0.0,8.8,0.0,54717.0,40526.0,17.2,Los Angeles
1573,6037207102.0,Lao Tao,Taiwanese,$$,4.0,232,Los Angeles,90012.0,12.3,1.3,3.9,2.5,80.0,0.0,17689.0,13712.0,36.2,Los Angeles
1574,6037192001.0,Pink's Hot Dogs,Hot Dogs,$,3.5,6427,Los Angeles,90038.0,9.6,70.4,6.7,0.0,6.4,0.0,58103.0,42973.0,17.3,Los Angeles
1575,6037191120.0,El Comal,Mexican,$,5.0,17,Los Angeles,90029.0,55.1,29.1,3.1,0.0,12.0,0.0,28232.0,14999.0,29.1,Los Angeles
1576,6037207301.0,Grand Central Market,Food Court,$$,4.0,1871,Los Angeles,90013.0,19.0,45.3,17.8,0.0,13.5,0.0,31864.0,49296.0,32.4,Los Angeles
1577,6037219700.0,Taqueria Los Anaya,Mexican,$,4.5,877,Los Angeles,90016.0,66.6,5.0,26.6,0.0,0.9,0.0,49826.0,21866.0,12.3,Los Angeles
1578,6037190100.0,Cabo Wabo Cantina,Bars,$$,3.5,372,Los Angeles,90028.0,16.7,67.7,8.8,1.0,4.6,0.0,42181.0,32518.0,23.2,Los Angeles
1580,6037189701.0,Barham Plaza Deli,Delis,$,4.0,12,Los Angeles,90068.0,11.7,70.4,3.3,0.0,8.3,0.0,78529.0,70989.0,12.2,Los Angeles
1581,6037213201.0,Ktown Pho,Vietnamese,$,4.5,349,Los Angeles,90006.0,50.5,2.9,1.6,0.0,41.9,2.2,30463.0,12344.0,27.5,Los Angeles
1582,6037213201.0,Guelaguetza Restaurante,Mexican,$$,4.0,1552,Los Angeles,90006.0,50.5,2.9,1.6,0.0,41.9,2.2,30463.0,12344.0,27.5,Los Angeles
1583,6037217002.0,Nick's Coffee Shop,Diners,$$,4.0,698,Los Angeles,90035.0,13.2,60.7,12.3,1.1,10.1,0.0,67500.0,38951.0,12.6,Los Angeles
1584,6037190802.0,Cocobella Creamery,Vegan,$,4.5,166,Los Angeles,90038.0,51.7,35.6,3.2,0.0,5.9,0.0,32468.0,23316.0,22.8,Los Angeles
1585,6037211701.0,Momota Ramen House,Ramen,$$,4.5,119,Los Angeles,90010.0,4.2,25.1,3.7,0.0,61.1,0.0,61042.0,69167.0,7.4,Los Angeles
1586,6037212101.0,Golden Pouch,Dim Sum,$$,4.0,491,Los Angeles,90020.0,26.1,9.2,11.8,0.0,51.0,0.0,40852.0,27427.0,25.4,Los Angeles
1587,6037190510.0,The Inner Sanctum Cafe @ Ucb Sunset,Cafes,$,4.5,14,Los Angeles,90027.0,45.2,32.0,4.1,0.3,17.1,0.2,28275.0,16679.0,33.2,Los Angeles
1588,6037189400.0,Beachwood Skyview Lounge,American (Traditional),$$,3.5,2,Los Angeles,90068.0,3.7,79.1,5.1,1.2,6.8,0.0,99500.0,79836.0,12.0,Los Angeles
1589,6037189201.0,Rocco's Italian Market and Deli,Italian,$$,4.5,180,Los Angeles,90027.0,12.1,75.0,4.1,0.0,4.8,0.0,35708.0,31930.0,17.3,Los Angeles
1590,6037211000.0,Burger Lounge,Burgers,$$,4.0,269,Los Angeles,90004.0,6.9,56.0,2.1,0.3,27.1,0.0,129948.0,83186.0,5.3,Los Angeles
1591,6037122122.0,RJM Mexican Grill,Mexican,$,4.5,251,Los Angeles,91352.0,86.0,11.6,2.4,0.0,0.0,0.0,30304.0,11941.0,23.7,Los Angeles
1592,6037197500.0,Sage Plant Based Bistro and Brewery,Vegan,$$,4.0,1669,Los Angeles,90026.0,53.2,25.5,2.2,3.0,13.0,0.0,58333.0,32547.0,15.0,Los Angeles
1593,6037211804.0,Buil Samgye Tang,Korean,$$,4.5,315,Los Angeles,90020.0,15.1,9.3,4.9,0.8,60.7,0.0,39375.0,23394.0,28.0,Los Angeles
1594,6037211000.0,JINYA Ramen Bar,Ramen,$$,4.0,557,Los Angeles,90036.0,6.9,56.0,2.1,0.3,27.1,0.0,129948.0,83186.0,5.3,Los Angeles
1595,6037208610.0,EAT IT,Breakfast & Brunch,$$,5.0,1,Los Angeles,90057.0,39.6,3.7,2.8,0.0,51.0,0.0,35682.0,15608.0,23.7,Los Angeles
1596,6037212610.0,M Grill,Brazilian,$$$,4.0,1611,Los Angeles,90010.0,24.5,10.2,4.5,0.0,59.3,0.0,31261.0,25028.0,24.1,Los Angeles
1597,6037211410.0,Zzamong,Korean,$,4.0,534,Los Angeles,90004.0,35.1,8.1,4.6,0.9,46.8,0.0,31227.0,19750.0,25.5,Los Angeles
1598,6037190700.0,Urban Masala,Indian,$,4.0,502,Los Angeles,90028.0,44.1,46.2,3.2,0.0,4.5,0.0,33203.0,28140.0,26.3,Los Angeles
1599,6037125320.0,Joe Coffee,Cafes,$,4.5,262,Los Angeles,91601.0,32.5,49.4,6.7,0.0,9.5,0.0,40918.0,27600.0,29.7,Los Angeles
1600,6037214902.0,Tres By José Andrés,Breakfast & Brunch,$$$,4.0,381,Los Angeles,90048.0,6.2,66.2,3.2,0.0,18.1,0.0,65625.0,55975.0,11.5,Los Angeles
1601,6037214600.0,Swingers Diner,Diners,$$,3.5,995,Los Angeles,90048.0,10.5,73.8,1.6,0.1,10.5,0.3,84792.0,65150.0,8.8,Los Angeles
1602,6037194102.0,Laurel Canyon Country Store,Grocery,$$,4.0,90,Los Angeles,90046.0,6.1,81.4,2.4,0.0,6.0,0.3,143635.0,79707.0,6.6,Los Angeles
1603,6037211420.0,My House,Korean,$$$,5.0,15,Los Angeles,90020.0,45.2,11.3,5.7,0.0,37.0,0.0,33218.0,23171.0,21.8,Los Angeles
1604,6037213202.0,The Bento Place,Japanese,$,4.5,164,Los Angeles,90006.0,62.6,2.4,2.4,0.0,31.3,0.0,32143.0,13564.0,33.3,Los Angeles
1605,6037206031.0,The Pie Hole,Coffee & Tea,$$,4.0,2771,Los Angeles,90013.0,6.6,41.7,4.1,0.0,39.7,0.4,82684.0,61250.0,12.5,Los Angeles
1606,6037195400.0,My Vegan Gold,Vegan,$$,4.5,582,Los Angeles,90029.0,18.1,64.3,2.1,0.0,15.0,0.0,78594.0,64883.0,10.5,Los Angeles
1607,6037143700.0,Juan23 Food Truck,Food Trucks,$,5.0,11,Los Angeles,90068.0,4.2,75.5,4.4,0.0,10.0,0.0,131250.0,102648.0,6.2,Los Angeles
1608,6037143901.0,RioZonas Açaí,Juice Bars & Smoothies,$,5.0,254,Los Angeles,91604.0,5.2,83.8,0.4,0.0,8.5,0.0,137868.0,87248.0,6.5,Los Angeles
1609,6037214501.0,Dominique Ansel Bakery,Coffee & Tea,$$,3.5,288,Los Angeles,90036.0,3.3,60.3,4.8,1.0,22.0,0.0,79234.0,58806.0,12.3,Los Angeles
1610,6037211500.0,Kabayo Cham Bada,Seafood,$$,4.5,142,Los Angeles,90004.0,18.7,30.6,2.6,0.0,45.3,0.0,51250.0,49073.0,11.3,Los Angeles
1611,6037214000.0,Wirtshaus,German,$$,4.0,692,Los Angeles,90036.0,3.3,88.3,0.4,0.0,4.8,0.6,79968.0,50315.0,5.3,Los Angeles
1612,6037190802.0,Blue C Sushi,Conveyor Belt Sushi,$$,3.5,407,Los Angeles,90028.0,51.7,35.6,3.2,0.0,5.9,0.0,32468.0,23316.0,22.8,Los Angeles
1613,6037214800.0,Hummus Republic,Mediterranean,$$,4.0,38,Los Angeles,90048.0,8.2,75.7,7.2,0.0,6.1,0.0,93350.0,64605.0,7.5,Los Angeles
1614,6037214800.0,LA Paella,Spanish,$$$,4.0,553,Los Angeles,90045.0,8.2,75.7,7.2,0.0,6.1,0.0,93350.0,64605.0,7.5,Los Angeles
