	categories	coordinates	display_phone	distance	id	image_url	is_closed	location	name	phone	price	rating	review_count	transactions	url
291	[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]	{'latitude': 33.859864, 'longitude': -117.8876429}	(714) 879-9222	2611.948268684158	leonardos-restaurant-fullerton-2	https://s3-media1.fl.yelpcdn.com/bphoto/5SLfCqdkeDy2Sd7RdcKEbw/o.jpg	False	{'address1': '2425 E Orangethorpe Ave', 'address2': '', 'address3': '', 'city': 'Fullerton', 'zip_code': '92831', 'country': 'US', 'state': 'CA', 'display_address': ['2425 E Orangethorpe Ave', 'Fullerton, CA 92831']}	Leonardo's Restaurant	+17148799222	$$	2.0	5	[]	https://www.yelp.com/biz/leonardos-restaurant-fullerton-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
292	[{'alias': 'lounges', 'title': 'Lounges'}]	{'latitude': 33.7591952830553, 'longitude': -117.84388102591}	(714) 558-2744	12532.575097173636	the-quill-lounge-santa-ana	https://s3-media2.fl.yelpcdn.com/bphoto/SsFdZM6JKadTxhGVVXkOfA/o.jpg	False	{'address1': '1630 Mabury St', 'address2': '', 'address3': '', 'city': 'Santa Ana', 'zip_code': '92701', 'country': 'US', 'state': 'CA', 'display_address': ['1630 Mabury St', 'Santa Ana, CA 92701']}	The Quill Lounge	+17145582744	$	4.0	57	[]	https://www.yelp.com/biz/the-quill-lounge-santa-ana?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
293	[{'alias': 'divebars', 'title': 'Dive Bars'}]	{'latitude': 34.1292, 'longitude': -117.8774}	(626) 335-1101	28714.593128110886	britestar-tavern-glendora	https://s3-media1.fl.yelpcdn.com/bphoto/XCTWCTCfbCOadLvi99l-dg/o.jpg	False	{'address1': '731 W Rte 66', 'address2': '', 'address3': '', 'city': 'Glendora', 'zip_code': '91740', 'country': 'US', 'state': 'CA', 'display_address': ['731 W Rte 66', 'Glendora, CA 91740']}	Britestar Tavern	+16263351101	$	4.5	42	[]	https://www.yelp.com/biz/britestar-tavern-glendora?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
294	[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]	{'latitude': 34.1451785, 'longitude': -118.1523978}	(626) 583-9013	40516.67511844612	white-horse-lounge-pasadena	https://s3-media2.fl.yelpcdn.com/bphoto/msp3Wbo-im-EG5jUghBNAQ/o.jpg	False	{'address1': '41 S De Lacey Ave', 'address2': None, 'address3': '', 'city': 'Pasadena', 'zip_code': '91105', 'country': 'US', 'state': 'CA', 'display_address': ['41 S De Lacey Ave', 'Pasadena, CA 91105']}	White Horse Lounge	+16265839013	$$	4.5	970	['restaurant_reservation']	https://www.yelp.com/biz/white-horse-lounge-pasadena?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
295	[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]	{'latitude': 33.85861, 'longitude': -117.97228}	(714) 879-0108	10195.641207011056	totally-80s-bar-and-grille-fullerton-3	https://s3-media4.fl.yelpcdn.com/bphoto/-3GyjCqL_suoOK_ZcqEfaA/o.jpg	False	{'address1': '2512 W Orangethorpe Ave', 'address2': None, 'address3': '', 'city': 'Fullerton', 'zip_code': '92833', 'country': 'US', 'state': 'CA', 'display_address': ['2512 W Orangethorpe Ave', 'Fullerton, CA 92833']}	Totally 80's Bar & Grille	+17148790108	$$	3.0	307	[]	https://www.yelp.com/biz/totally-80s-bar-and-grille-fullerton-3?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
296	[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'breweries', 'title': 'Breweries'}]	{'latitude': 33.8125954, 'longitude': -117.5062861}	(951) 433-0121	33379.81282221815	stone-church-brewing-corona	https://s3-media2.fl.yelpcdn.com/bphoto/wbwy7lzDbdnu2GJSRJpniQ/o.jpg	False	{'address1': '2785 Cabot Dr', 'address2': 'Ste 160', 'address3': '', 'city': 'Corona', 'zip_code': '92883', 'country': 'US', 'state': 'CA', 'display_address': ['2785 Cabot Dr', 'Ste 160', 'Corona, CA 92883']}	Stone Church Brewing	+19514330121	$$	4.5	103	[]	https://www.yelp.com/biz/stone-church-brewing-corona?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
297	[{'alias': 'beergardens', 'title': 'Beer Gardens'}, {'alias': 'newamerican', 'title': 'American (New)'}]	{'latitude': 33.75074, 'longitude': -117.86239}	(714) 480-0225	13407.06568961532	dear-lacy-santa-ana	https://s3-media1.fl.yelpcdn.com/bphoto/uNj8AEbIv6GBoAJdHFwEiA/o.jpg	False	{'address1': '601 E Santa Ana Blvd', 'address2': '', 'address3': None, 'city': 'Santa Ana', 'zip_code': '92701', 'country': 'US', 'state': 'CA', 'display_address': ['601 E Santa Ana Blvd', 'Santa Ana, CA 92701']}	Dear Lacy	+17144800225	$$	4.5	89	[]	https://www.yelp.com/biz/dear-lacy-santa-ana?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
298	[{'alias': 'restaurants', 'title': 'Restaurants'}, {'alias': 'divebars', 'title': 'Dive Bars'}]	{'latitude': 33.87509, 'longitude': -118.11936}	(562) 867-9185	23695.35083496583	bachelor-button-bellflower	https://s3-media2.fl.yelpcdn.com/bphoto/wQpxECVKy4eYREKnQ5XrPg/o.jpg	False	{'address1': '10043 Artesia Pl', 'address2': '', 'address3': '', 'city': 'Bellflower', 'zip_code': '90706', 'country': 'US', 'state': 'CA', 'display_address': ['10043 Artesia Pl', 'Bellflower, CA 90706']}	Bachelor Button	+15628679185	$	5.0	9	[]	https://www.yelp.com/biz/bachelor-button-bellflower?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
299	[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]	{'latitude': 34.0187225, 'longitude': -117.7229309}	(909) 464-2078	20851.926611164152	bleachers-sports-bar-grill-and-pizzeria-chino-2	https://s3-media1.fl.yelpcdn.com/bphoto/L6UiQFtfQu5OjkeobRypBA/o.jpg	False	{'address1': '3757 Riverside Dr', 'address2': 'Ste A', 'address3': '', 'city': 'Chino', 'zip_code': '91710', 'country': 'US', 'state': 'CA', 'display_address': ['3757 Riverside Dr', 'Ste A', 'Chino, CA 91710']}	Bleachers Sports Bar Grill & Pizzeria	+19094642078	$	4.0	105	[]	https://www.yelp.com/biz/bleachers-sports-bar-grill-and-pizzeria-chino-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
300	[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pubs', 'title': 'Pubs'}]	{'latitude': 33.9796257019043, 'longitude': -118.036994934082}	(562) 698-6740	20123.059004674287	the-6740-whittier	https://s3-media1.fl.yelpcdn.com/bphoto/Z6L2nbwhNFyK7abxAMCVFA/o.jpg	False	{'address1': '6740 Greenleaf Ave', 'address2': '', 'address3': '', 'city': 'Whittier', 'zip_code': '90601', 'country': 'US', 'state': 'CA', 'display_address': ['6740 Greenleaf Ave', 'Whittier, CA 90601']}	The 6740	+15626986740	$$	4.0	296	['delivery', 'pickup']	https://www.yelp.com/biz/the-6740-whittier?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
301	[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]	{'latitude': 33.7791381349411, 'longitude': -117.916145771742}	(714) 530-9653	11351.097080841313	grizzly-jacks-bar-and-grill-garden-grove	https://s3-media1.fl.yelpcdn.com/bphoto/HQFFJ8utOQ9_I8FW8cTIlQ/o.jpg	False	{'address1': '12681 Harbor Blvd', 'address2': '', 'address3': None, 'city': 'Garden Grove', 'zip_code': '92840', 'country': 'US', 'state': 'CA', 'display_address': ['12681 Harbor Blvd', 'Garden Grove, CA 92840']}	Grizzly Jacks Bar & Grill	+17145309653		4.5	5	[]	https://www.yelp.com/biz/grizzly-jacks-bar-and-grill-garden-grove?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
302	[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'breweries', 'title': 'Breweries'}]	{'latitude': 34.13239, 'longitude': -117.90788}	(626) 334-2337	29352.326595524555	congregation-ale-house-azusa	https://s3-media4.fl.yelpcdn.com/bphoto/OZvsOO82Q8Ys2xi7MBchXQ/o.jpg	False	{'address1': '619 N Azusa Ave', 'address2': '', 'address3': '', 'city': 'Azusa', 'zip_code': '91702', 'country': 'US', 'state': 'CA', 'display_address': ['619 N Azusa Ave', 'Azusa, CA 91702']}	Congregation Ale House	+16263342337	$$	4.0	571	[]	https://www.yelp.com/biz/congregation-ale-house-azusa?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
303	[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'musicians', 'title': 'Musicians'}]	{'latitude': 33.805178, 'longitude': -117.911576}	(714) 520-2304	8520.237383835734	house-of-blues-music-venue-anaheim-2	https://s3-media1.fl.yelpcdn.com/bphoto/CTJfwjAYGyKr890Mu4zAeA/o.jpg	False	{'address1': '400 W Disney Way', 'address2': 'Ste 337', 'address3': '', 'city': 'Anaheim', 'zip_code': '92802', 'country': 'US', 'state': 'CA', 'display_address': ['400 W Disney Way', 'Ste 337', 'Anaheim, CA 92802']}	House of Blues - Music Venue	+17145202304	$$	3.5	296	[]	https://www.yelp.com/biz/house-of-blues-music-venue-anaheim-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
304	[{'alias': 'divebars', 'title': 'Dive Bars'}]	{'latitude': 34.1397476196289, 'longitude': -118.029357910156}	(626) 446-2575	33598.62075227483	first-cabin-bar-arcadia-2	https://s3-media2.fl.yelpcdn.com/bphoto/y4WbZEqe2FzfJeYAi3lb1w/o.jpg	False	{'address1': '46 E Huntington Dr', 'address2': '', 'address3': '', 'city': 'Arcadia', 'zip_code': '91006', 'country': 'US', 'state': 'CA', 'display_address': ['46 E Huntington Dr', 'Arcadia, CA 91006']}	First Cabin Bar	+16264462575	$	4.0	110	[]	https://www.yelp.com/biz/first-cabin-bar-arcadia-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
305	[{'alias': 'bars', 'title': 'Bars'}]	{'latitude': 34.0675931665793, 'longitude': -117.964558973908}		23778.959168797952	fiesta-bar-baldwin-park	https://s3-media4.fl.yelpcdn.com/bphoto/Eg7PoyDdgnkDFbqJo1G9NA/o.jpg	False	{'address1': '1834 Puente Ave', 'address2': '', 'address3': None, 'city': 'Baldwin Park', 'zip_code': '91706', 'country': 'US', 'state': 'CA', 'display_address': ['1834 Puente Ave', 'Baldwin Park, CA 91706']}	Fiesta Bar			5.0	1	[]	https://www.yelp.com/biz/fiesta-bar-baldwin-park?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
306	[{'alias': 'lounges', 'title': 'Lounges'}]	{'latitude': 34.0582060323435, 'longitude': -117.751550674438}	(909) 865-0979	23197.398797887025	acerogami-pomona	https://s3-media2.fl.yelpcdn.com/bphoto/JAJtG_liBOHWtfwapuTsXQ/o.jpg	False	{'address1': '228 W 2nd St', 'address2': '', 'address3': '', 'city': 'Pomona', 'zip_code': '91766', 'country': 'US', 'state': 'CA', 'display_address': ['228 W 2nd St', 'Pomona, CA 91766']}	Acerogami	+19098650979	$	4.0	135	[]	https://www.yelp.com/biz/acerogami-pomona?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
307	[{'alias': 'divebars', 'title': 'Dive Bars'}]	{'latitude': 34.1069641113281, 'longitude': -117.862564086914}	(626) 963-5210	26226.7487683233	cheers-glendora-2	https://s3-media2.fl.yelpcdn.com/bphoto/4SXMMbn8gnkO3kFCjT0-mA/o.jpg	False	{'address1': '129 E Arrow Hwy', 'address2': '', 'address3': '', 'city': 'Glendora', 'zip_code': '91740', 'country': 'US', 'state': 'CA', 'display_address': ['129 E Arrow Hwy', 'Glendora, CA 91740']}	Cheers	+16269635210	$	4.5	37	[]	https://www.yelp.com/biz/cheers-glendora-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
308	[{'alias': 'divebars', 'title': 'Dive Bars'}]	{'latitude': 33.9714475, 'longitude': -118.0699408}	(562) 699-4138	22103.145593335506	embers-lounge-whittier	https://s3-media1.fl.yelpcdn.com/bphoto/reY02XzintADQ-xZDHtrhg/o.jpg	False	{'address1': '11332 Washington Blvd', 'address2': '', 'address3': '', 'city': 'Whittier', 'zip_code': '90606', 'country': 'US', 'state': 'CA', 'display_address': ['11332 Washington Blvd', 'Whittier, CA 90606']}	Embers Lounge	+15626994138	$	4.0	58	[]	https://www.yelp.com/biz/embers-lounge-whittier?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
309	[{'alias': 'poolhalls', 'title': 'Pool Halls'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'divebars', 'title': 'Dive Bars'}]	{'latitude': 33.97373, 'longitude': -117.52355}	(951) 734-4090	33326.519654612275	south-forty-mira-loma	https://s3-media1.fl.yelpcdn.com/bphoto/4uFrqPjL5D3QMjj4PKRbDw/o.jpg	False	{'address1': '6339 Etiwanda Ave', 'address2': '', 'address3': '', 'city': 'Mira Loma', 'zip_code': '91752', 'country': 'US', 'state': 'CA', 'display_address': ['6339 Etiwanda Ave', 'Mira Loma, CA 91752']}	South Forty	+19517344090	$	5.0	7	[]	https://www.yelp.com/biz/south-forty-mira-loma?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
310	[{'alias': 'divebars', 'title': 'Dive Bars'}]	{'latitude': 34.0922850340324, 'longitude': -117.688105}	(909) 624-0586	29389.241461026497	the-sand-bar-montclair	https://s3-media3.fl.yelpcdn.com/bphoto/WElJRc5aBVHFOrNVAVG7tA/o.jpg	False	{'address1': '5363 E Arrow Hwy', 'address2': '', 'address3': '', 'city': 'Montclair', 'zip_code': '91763', 'country': 'US', 'state': 'CA', 'display_address': ['5363 E Arrow Hwy', 'Montclair, CA 91763']}	The Sand Bar	+19096240586	$	4.0	32	[]	https://www.yelp.com/biz/the-sand-bar-montclair?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
311	[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]	{'latitude': 33.8390445, 'longitude': -117.8844292}	(714) 817-7806	4201.211827179402	applebees-grill-bar-anaheim	https://s3-media4.fl.yelpcdn.com/bphoto/a4PvL87WHwIEFpByzfR1mA/o.jpg	False	{'address1': '2114 E Lincoln Ave', 'address2': '', 'address3': None, 'city': 'Anaheim', 'zip_code': '92806', 'country': 'US', 'state': 'CA', 'display_address': ['2114 E Lincoln Ave', 'Anaheim, CA 92806']}	Applebee's Grill + Bar	+17148177806	$$	3.0	92	[]	https://www.yelp.com/biz/applebees-grill-bar-anaheim?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
312	[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'brewpubs', 'title': 'Brewpubs'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}]	{'latitude': 33.7303349, 'longitude': -117.9973624}	(714) 902-1771	19934.330388204442	the-public-house-by-evans-brewing-company-huntington-beach	https://s3-media2.fl.yelpcdn.com/bphoto/mivcnxBBm29yzwAQ8kPDHg/o.jpg	False	{'address1': '7511 Edinger Ave', 'address2': '', 'address3': None, 'city': 'Huntington Beach', 'zip_code': '92647', 'country': 'US', 'state': 'CA', 'display_address': ['7511 Edinger Ave', 'Huntington Beach, CA 92647']}	The Public House By Evans Brewing Company	+17149021771	$$	3.5	87	['restaurant_reservation', 'delivery', 'pickup']	https://www.yelp.com/biz/the-public-house-by-evans-brewing-company-huntington-beach?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
313	[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'poolhalls', 'title': 'Pool Halls'}]	{'latitude': 33.8273139856836, 'longitude': -117.959496304393}	(714) 833-5322	10170.776596627118	la-botana-bar-anaheim	https://s3-media2.fl.yelpcdn.com/bphoto/XStTpdxKe4ei61XdhuByNQ/o.jpg	False	{'address1': '417 S Brookhurst St', 'address2': '', 'address3': None, 'city': 'Anaheim', 'zip_code': '92804', 'country': 'US', 'state': 'CA', 'display_address': ['417 S Brookhurst St', 'Anaheim, CA 92804']}	La Botana Bar	+17148335322		3.5	3	[]	https://www.yelp.com/biz/la-botana-bar-anaheim?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
314	[{'alias': 'whiskeybars', 'title': 'Whiskey Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]	{'latitude': 34.1468847608826, 'longitude': -118.149773000517}	(626) 792-1833	40497.933274439914	the-blind-donkey-pasadena	https://s3-media1.fl.yelpcdn.com/bphoto/Xt6i6IelzWDBbe9iP_KxmQ/o.jpg	False	{'address1': '53 E Union St', 'address2': '', 'address3': '', 'city': 'Pasadena', 'zip_code': '91103', 'country': 'US', 'state': 'CA', 'display_address': ['53 E Union St', 'Pasadena, CA 91103']}	The Blind Donkey	+16267921833	$$	4.0	500	[]	https://www.yelp.com/biz/the-blind-donkey-pasadena?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
315	[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]	{'latitude': 33.8591092196245, 'longitude': -117.919581981664}	(714) 992-5542	5409.611749339445	tacos-manuel-anaheim-3	https://s3-media2.fl.yelpcdn.com/bphoto/HUA2iF8S3rwb-noZtb7Zlw/o.jpg	False	{'address1': '30 E Orangethorpe Ave', 'address2': '', 'address3': None, 'city': 'Anaheim', 'zip_code': '92801', 'country': 'US', 'state': 'CA', 'display_address': ['30 E Orangethorpe Ave', 'Anaheim, CA 92801']}	Tacos Manuel	+17149925542		5.0	1	[]	https://www.yelp.com/biz/tacos-manuel-anaheim-3?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
316	[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]	{'latitude': 34.0922599, 'longitude': -118.0372468}	(626) 279-2789	29373.11816496105	lab-88-el-monte	https://s3-media2.fl.yelpcdn.com/bphoto/yx7aZ9jB8q1xcO_VIdIdDQ/o.jpg	False	{'address1': '10602 Lower Azusa Rd', 'address2': None, 'address3': '', 'city': 'El Monte', 'zip_code': '91731', 'country': 'US', 'state': 'CA', 'display_address': ['10602 Lower Azusa Rd', 'El Monte, CA 91731']}	LAB 88	+16262792789	$	4.5	35	[]	https://www.yelp.com/biz/lab-88-el-monte?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
317	[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]	{'latitude': 33.9539372171465, 'longitude': -117.555473613229}	(951) 405-0102	29818.252976461292	fieldhouse-restaurant-and-bar-norco	https://s3-media3.fl.yelpcdn.com/bphoto/RZNPzr5JdYETgjxjSzf9lw/o.jpg	False	{'address1': '5555 Hamner Ave', 'address2': None, 'address3': '', 'city': 'Norco', 'zip_code': '92860', 'country': 'US', 'state': 'CA', 'display_address': ['5555 Hamner Ave', 'Norco, CA 92860']}	FieldHouse Restaurant & Bar	+19514050102	$$	4.0	42	[]	https://www.yelp.com/biz/fieldhouse-restaurant-and-bar-norco?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
318	[{'alias': 'breweries', 'title': 'Breweries'}]	{'latitude': 34.0497255467778, 'longitude': -118.059679899495}	(626) 552-9603	26911.185156847518	progress-brewing-south-el-monte	https://s3-media1.fl.yelpcdn.com/bphoto/u2qkIL6eKuNzv3zMWBC56w/o.jpg	False	{'address1': '1822 Chico Ave', 'address2': '', 'address3': '', 'city': 'South El Monte', 'zip_code': '91733', 'country': 'US', 'state': 'CA', 'display_address': ['1822 Chico Ave', 'South El Monte, CA 91733']}	Progress Brewing	+16265529603	$	4.5	265	[]	https://www.yelp.com/biz/progress-brewing-south-el-monte?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
319	[{'alias': 'stadiumsarenas', 'title': 'Stadiums & Arenas'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]	{'latitude': 33.8001520528523, 'longitude': -117.882724932405}		8100.850372418034	coors-light-center-field-bar-anaheim	https://s3-media4.fl.yelpcdn.com/bphoto/qXWcTB-rFWLx7VTCLjVwmQ/o.jpg	False	{'address1': '2000 E Gene Autry Way', 'address2': '', 'address3': '', 'city': 'Anaheim', 'zip_code': '92806', 'country': 'US', 'state': 'CA', 'display_address': ['2000 E Gene Autry Way', 'Anaheim, CA 92806']}	Coors Light Center Field Bar		$	5.0	2	[]	https://www.yelp.com/biz/coors-light-center-field-bar-anaheim?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
320	[{'alias': 'divebars', 'title': 'Dive Bars'}]	{'latitude': 33.730288758809, 'longitude': -117.924369956967}	(714) 775-9987	16659.001163151883	the-blarney-stone-fountain-valley	https://s3-media4.fl.yelpcdn.com/bphoto/2oDF7pgKoRWd40LE6n7aZw/o.jpg	False	{'address1': '11761 Edinger Ave', 'address2': '', 'address3': '', 'city': 'Fountain Valley', 'zip_code': '92708', 'country': 'US', 'state': 'CA', 'display_address': ['11761 Edinger Ave', 'Fountain Valley, CA 92708']}	The Blarney Stone	+17147759987	$	3.5	51	[]	https://www.yelp.com/biz/the-blarney-stone-fountain-valley?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
321	[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'lounges', 'title': 'Lounges'}]	{'latitude': 33.6433895, 'longitude': -117.9329686}	(949) 877-0075	26137.969605276292	casa-costa-mesa	https://s3-media2.fl.yelpcdn.com/bphoto/TZtEDJGnAGxkK6ojuP_DcQ/o.jpg	False	{'address1': '820 W 19th St', 'address2': '', 'address3': '', 'city': 'Costa Mesa', 'zip_code': '92627', 'country': 'US', 'state': 'CA', 'display_address': ['820 W 19th St', 'Costa Mesa, CA 92627']}	Casa	+19498770075	$$	4.0	185	[]	https://www.yelp.com/biz/casa-costa-mesa?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
322	[{'alias': 'divebars', 'title': 'Dive Bars'}]	{'latitude': 33.719009, 'longitude': -118.073165}	(562) 592-2111	25683.45338990013	mothers-tavern-sunset-beach	https://s3-media3.fl.yelpcdn.com/bphoto/pYiNwgMUyyBc_Fa0PP3wCQ/o.jpg	False	{'address1': '16701 Pacific Coast Hwy', 'address2': '', 'address3': '', 'city': 'Sunset Beach', 'zip_code': '90742', 'country': 'US', 'state': 'CA', 'display_address': ['16701 Pacific Coast Hwy', 'Sunset Beach, CA 90742']}	Mother's Tavern	+15625922111	$	4.5	69	[]	https://www.yelp.com/biz/mothers-tavern-sunset-beach?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
